t,p,p_d,v,v_d,Angles,q,q_sp,w,R,T_sp,rpm
54.681747,"[-0.019531, 0.058594, -1.015625]","[-0.000000, 0.000000, -0.000000]","[-0.009998, -0.009998, 0.042034]","[-0.000003, 0.000001, -0.000000]","[0.022705, -0.020752, -0.036865]","[-0.010193, 0.011627, -0.018311, 0.999695]","[-0.000366, 0.000092, -0.018280, 0.999817]","[0.083252, 0.063965, 0.067383]","[[0.998962, -0.036865, -0.022827], [0.036377, 0.999023, -0.020813], [0.023560, 0.019958, 0.999390]]",0.998962,"[7960, 7874, 7947, 8063]"
54.738384,"[-0.019531, 0.058594, -1.015625]","[-0.000001, 0.000000, -0.000000]","[0.000000, 0.000000, 0.029646]","[-0.000042, 0.000008, -0.000006]","[0.014648, -0.019775, -0.038818]","[-0.009766, 0.007599, -0.019379, 0.999725]","[-0.000366, 0.000458, -0.018280, 0.999817]","[-0.062744, -0.124756, -0.054199]","[[0.999084, -0.038940, -0.014771], [0.038574, 0.998962, -0.019836], [0.015503, 0.019226, 0.999634]]",0.999084,"[7990, 7948, 7854, 7933]"
54.875103,"[-0.019531, 0.058594, -1.015625]","[-0.000093, 0.000017, -0.000014]","[0.009998, 0.000000, 0.023014]","[-0.002084, 0.000386, -0.000314]","[0.007568, -0.019287, -0.044434]","[-0.009644, 0.004059, -0.022186, 0.999695]","[-0.000366, 0.001190, -0.018280, 0.999817]","[0.046143, -0.237061, -0.041016]","[[0.998962, -0.044495, -0.007629], [0.044250, 0.998779, -0.019470], [0.008484, 0.019104, 0.999756]]",0.998962,"[7950, 7922, 7876, 7998]"
54.906353,"[-0.019531, 0.066406, -1.015625]","[-0.000207, 0.000038, -0.000031]","[0.019999, 0.000000, 0.028687]","[-0.003905, 0.000720, -0.000589]","[0.006104, -0.019043, -0.045898]","[-0.009460, 0.003296, -0.022949, 0.999695]","[-0.000885, 0.001923, -0.018280, 0.999817]","[0.187744, -0.165771, -0.068115]","[[0.998901, -0.046021, -0.006104], [0.045776, 0.998779, -0.019104], [0.006958, 0.018738, 0.999817]]",0.998901,"[7954, 7921, 7852, 7999]"
54.974712,"[-0.027344, 0.066406, -1.015625]","[-0.000741, 0.000136, -0.000112]","[0.019999, 0.009998, 0.079718]","[-0.010525, 0.001924, -0.001593]","[0.004639, -0.018311, -0.048828]","[-0.009094, 0.002655, -0.024475, 0.999664]","[-0.001343, 0.001434, -0.018280, 0.999817]","[0.158936, 0.217773, -0.064941]","[[0.998779, -0.049011, -0.004822], [0.048889, 0.998657, -0.018372], [0.005676, 0.018005, 0.999817]]",0.998779,"[7938, 7923, 7844, 7970]"
55.007915,"[-0.027344, 0.066406, -1.015625]","[-0.000970, 0.000178, -0.000147]","[0.039999, 0.000000, 0.018009]","[-0.012960, 0.002363, -0.001964]","[0.005127, -0.018066, -0.051025]","[-0.009003, 0.002808, -0.025482, 0.999634]","[-0.000885, 0.002411, -0.018280, 0.999817]","[-0.171387, 0.260742, 0.089111]","[[0.998657, -0.051025, -0.005127], [0.050903, 0.998535, -0.018188], [0.005981, 0.017822, 0.999817]]",0.998657,"[7909, 7898, 7851, 7993]"
55.074322,"[-0.019531, 0.066406, -1.015625]","[-0.002472, 0.000450, -0.000375]","[0.049999, 0.000000, -0.039286]","[-0.026606, 0.004801, -0.004045]","[0.003662, -0.017822, -0.054443]","[-0.008942, 0.002136, -0.027222, 0.999603]","[-0.000916, 0.003510, -0.018280, 0.999817]","[-0.025635, 0.244873, -0.101074]","[[0.998535, -0.054504, -0.003784], [0.054382, 0.998413, -0.018005], [0.004639, 0.017761, 0.999878]]",0.998535,"[7927, 7886, 7806, 7939]"
55.107525,"[-0.019531, 0.066406, -1.011719]","[-0.003035, 0.000552, -0.000460]","[0.059999, 0.000000, -0.030909]","[-0.031121, 0.005601, -0.004736]","[0.005127, -0.018555, -0.055664]","[-0.009186, 0.002930, -0.027863, 0.999573]","[-0.000916, 0.004120, -0.018280, 0.999817]","[-0.051025, -0.076904, 0.027588]","[[0.998413, -0.055786, -0.005310], [0.055664, 0.998291, -0.018555], [0.006287, 0.018188, 0.999817]]",0.998413,"[7891, 7869, 7818, 8011]"
55.142681,"[-0.007812, 0.066406, -1.007812]","[-0.004449, 0.000806, -0.000676]","[0.080000, 0.009998, 0.089712]","[-0.041633, 0.007452, -0.006348]","[0.003906, -0.017090, -0.057861]","[-0.008484, 0.002289, -0.028931, 0.999542]","[-0.001312, 0.005951, -0.018280, 0.999786]","[0.010498, 0.203369, -0.045654]","[[0.998291, -0.057922, -0.004028], [0.057800, 0.998169, -0.017151], [0.005005, 0.016785, 0.999817]]",0.998291,"[7935, 7933, 7810, 7960]"
55.175884,"[-0.007812, 0.066406, -1.003906]","[-0.006315, 0.001139, -0.000961]","[0.059999, 0.000000, 0.098148]","[-0.054266, 0.009658, -0.008290]","[0.005371, -0.017822, -0.059570]","[-0.008911, 0.002991, -0.029755, 0.999512]","[-0.000580, 0.005096, -0.018280, 0.999817]","[-0.043213, -0.068848, 0.015137]","[[0.998169, -0.059570, -0.005432], [0.059448, 0.998047, -0.018005], [0.006409, 0.017639, 0.999817]]",0.998169,"[7935, 7951, 7833, 8028]"
