t,p,p_d,v,v_d,Angles,q,q_sp,w,R,T_sp,rpm
66.554237,"[0.046875, 0.046875, -1.101562]","[-0.000000, 0.000000, -0.000000]","[-0.019999, 0.000000, -0.076521]","[-0.000003, 0.000001, -0.000002]","[0.011230, -0.024414, -0.017578]","[-0.012177, 0.005798, -0.008789, 0.999878]","[0.000000, 0.000336, -0.009247, 0.999939]","[-0.371826, 0.343262, 0.077393]","[[0.999756, -0.017761, -0.011353], [0.017395, 0.999573, -0.024475], [0.011719, 0.024231, 0.999634]]",0.999756,"[7877, 7735, 7778, 7914]"
66.647995,"[0.046875, 0.046875, -1.101562]","[-0.000005, 0.000001, -0.000003]","[0.009998, 0.000000, 0.021296]","[-0.000222, 0.000048, -0.000114]","[0.000977, -0.018555, -0.017822]","[-0.009247, 0.000641, -0.008972, 0.999939]","[0.000000, 0.001556, -0.009247, 0.999939]","[-0.115479, 0.048584, 0.011719]","[[0.999878, -0.018005, -0.001099], [0.017883, 0.999756, -0.018555], [0.001343, 0.018433, 0.999878]]",0.999878,"[7893, 7865, 7765, 7769]"
66.649948,"[0.058594, 0.046875, -1.101562]","[-0.000005, 0.000001, -0.000003]","[0.000000, 0.000000, 0.002914]","[-0.000222, 0.000048, -0.000114]","[0.000000, -0.018066, -0.018066]","[-0.009033, 0.000153, -0.009003, 0.999939]","[0.000000, 0.001801, -0.009247, 0.999939]","[0.249756, -0.482422, -0.043701]","[[0.999878, -0.018066, -0.000122], [0.017944, 0.999756, -0.018127], [0.000366, 0.018005, 0.999878]]",0.999878,"[7918, 7849, 7745, 7785]"
66.667526,"[0.058594, 0.046875, -1.097656]","[-0.000011, 0.000002, -0.000006]","[0.009998, 0.000000, 0.051895]","[-0.000400, 0.000087, -0.000207]","[-0.000244, -0.017090, -0.018066]","[-0.008606, -0.000061, -0.009094, 0.999939]","[0.000000, 0.002289, -0.009247, 0.999939]","[0.207764, 0.132080, 0.035400]","[[0.999878, -0.018188, 0.000244], [0.018188, 0.999756, -0.017212], [0.000000, 0.017212, 0.999878]]",0.999878,"[7931, 7855, 7783, 7803]"
66.712448,"[0.058594, 0.046875, -1.097656]","[-0.000063, 0.000014, -0.000033]","[0.019999, 0.000000, -0.011780]","[-0.001545, 0.000336, -0.000799]","[-0.000488, -0.016113, -0.018555]","[-0.008118, -0.000244, -0.009277, 0.999939]","[0.000000, 0.002777, -0.009247, 0.999939]","[0.195068, -0.294434, -0.052246]","[[0.999878, -0.018555, 0.000610], [0.018555, 0.999756, -0.016235], [-0.000366, 0.016235, 0.999878]]",0.999878,"[7927, 7904, 7790, 7858]"
66.735878,"[0.058594, 0.046875, -1.097656]","[-0.000099, 0.000022, -0.000051]","[0.009998, 0.000000, -0.017565]","[-0.002205, 0.000481, -0.001141]","[-0.002441, -0.013672, -0.018799]","[-0.006927, -0.001190, -0.009491, 0.999939]","[0.000000, 0.002167, -0.009247, 0.999939]","[0.173828, -0.052490, 0.019287]","[[0.999817, -0.018982, 0.002502], [0.018982, 0.999756, -0.013855], [-0.002258, 0.013855, 0.999878]]",0.999817,"[7944, 7938, 7782, 7834]"
66.812065,"[0.058594, 0.046875, -1.097656]","[-0.000430, 0.000094, -0.000223]","[0.019999, 0.000000, -0.044420]","[-0.006872, 0.001512, -0.003570]","[-0.003418, -0.013672, -0.020020]","[-0.006866, -0.001648, -0.010010, 0.999939]","[0.000000, 0.002899, -0.009247, 0.999939]","[0.096680, 0.072510, 0.018311]","[[0.999817, -0.020020, 0.003418], [0.020020, 0.999756, -0.013733], [-0.003174, 0.013733, 0.999939]]",0.999817,"[7959, 7886, 7787, 7880]"
66.964401,"[0.058594, 0.046875, -1.101562]","[-0.003067, 0.000681, -0.001599]","[0.029999, 0.009998, -0.028591]","[-0.030691, 0.006887, -0.016074]","[-0.003662, -0.012451, -0.024658]","[-0.006226, -0.001801, -0.012390, 0.999908]","[-0.000641, 0.003510, -0.009247, 0.999939]","[0.027344, 0.207520, 0.000977]","[[0.999695, -0.024780, 0.003723], [0.024780, 0.999634, -0.012451], [-0.003479, 0.012451, 0.999939]]",0.999695,"[7932, 7893, 7785, 7902]"
66.966354,"[0.066406, 0.046875, -1.097656]","[-0.003067, 0.000681, -0.001599]","[0.049999, 0.009998, -0.000490]","[-0.030691, 0.006887, -0.016074]","[-0.003662, -0.012695, -0.024902]","[-0.006378, -0.001770, -0.012482, 0.999908]","[-0.000641, 0.004974, -0.009247, 0.999939]","[-0.152588, 0.008545, -0.091553]","[[0.999695, -0.024963, 0.003662], [0.024963, 0.999634, -0.012756], [-0.003418, 0.012756, 0.999939]]",0.999695,"[7922, 7899, 7808, 7913]"
66.970261,"[0.066406, 0.046875, -1.093750]","[-0.003067, 0.000681, -0.001599]","[0.029999, 0.029999, -0.008474]","[-0.030691, 0.006887, -0.016074]","[-0.004150, -0.012451, -0.025146]","[-0.006287, -0.002075, -0.012573, 0.999908]","[-0.001617, 0.003998, -0.009247, 0.999939]","[0.158936, -0.084961, -0.011719]","[[0.999695, -0.025146, 0.004272], [0.025146, 0.999634, -0.012573], [-0.004028, 0.012573, 0.999939]]",0.999695,"[7928, 7899, 7813, 7906]"
