t,p,p_d,v,v_d,Angles,q,q_sp,w,R,T_sp,rpm
51.698872,"[-0.226562, 0.250000, -0.777344]","[-0.000000, 0.000000, -0.000000]","[-0.009998, 0.000000, 0.042347]","[-0.000002, 0.000001, -0.000001]","[0.016846, -0.016357, 0.093018]","[-0.008636, 0.008026, 0.046692, 0.998840]","[0.000000, -0.000336, 0.044647, 0.998993]","[0.111328, -0.208496, 0.037842]","[[0.995483, 0.093079, -0.016846], [-0.093445, 0.995483, -0.016541], [0.015137, 0.018005, 0.999695]]",0.995483,"[7939, 7856, 7915, 7862]"
51.714504,"[-0.226562, 0.250000, -0.777344]","[-0.000000, 0.000000, -0.000000]","[0.000000, 0.000000, 0.077389]","[-0.000002, 0.000001, -0.000001]","[0.013184, -0.014648, 0.094482]","[-0.007629, 0.006348, 0.047363, 0.998840]","[0.000000, 0.000000, 0.044647, 0.998993]","[0.051514, -0.316162, 0.099609]","[[0.995422, 0.094482, -0.013367], [-0.094727, 0.995422, -0.014709], [0.011902, 0.015808, 0.999817]]",0.995422,"[7913, 7883, 7882, 7769]"
51.859028,"[-0.218750, 0.257812, -0.765625]","[-0.000050, 0.000023, -0.000021]","[0.009998, 0.009998, 0.278507]","[-0.001241, 0.000577, -0.000526]","[-0.004150, -0.005859, 0.113037]","[-0.002838, -0.002350, 0.056488, 0.998383]","[-0.000916, 0.001129, 0.044647, 0.998993]","[0.123535, -0.074951, 0.109863]","[[0.993530, 0.112793, 0.004333], [-0.112793, 0.993530, -0.005981], [-0.005066, 0.005371, 0.999878]]",0.99353,"[8126, 7987, 7998, 7889]"
51.917629,"[-0.218750, 0.257812, -0.753906]","[-0.000177, 0.000082, -0.000075]","[0.019999, 0.039999, 0.377031]","[-0.003343, 0.001558, -0.001418]","[-0.006104, -0.003906, 0.122070]","[-0.001831, -0.003204, 0.061035, 0.998138]","[-0.002472, 0.001801, 0.044647, 0.998993]","[-0.074219, -0.245850, 0.151855]","[[0.992554, 0.121826, 0.006165], [-0.121826, 0.992554, -0.004089], [-0.006653, 0.003235, 1.000000]]",0.992554,"[8172, 8001, 8060, 7901]"
51.952778,"[-0.226562, 0.257812, -0.746094]","[-0.000351, 0.000163, -0.000149]","[0.039999, 0.019999, 0.410736]","[-0.005697, 0.002662, -0.002418]","[-0.006836, -0.003174, 0.127930]","[-0.001404, -0.003601, 0.063965, 0.997955]","[-0.001465, 0.002502, 0.044647, 0.998993]","[-0.100830, 0.129150, 0.188965]","[[0.991821, 0.127625, 0.007019], [-0.127625, 0.991821, -0.003296], [-0.007385, 0.002319, 1.000000]]",0.991821,"[8200, 8033, 8109, 7928]"
51.984028,"[-0.218750, 0.257812, -0.738281]","[-0.000477, 0.000222, -0.000202]","[0.029999, 0.049999, 0.428017]","[-0.007229, 0.003382, -0.003070]","[-0.006836, -0.002686, 0.133301]","[-0.001099, -0.003540, 0.066711, 0.997772]","[-0.002930, 0.002563, 0.044647, 0.998993]","[0.000000, 0.178467, 0.181152]","[[0.991089, 0.133118, 0.006897], [-0.133118, 0.991089, -0.002686], [-0.007263, 0.001709, 0.999939]]",0.991089,"[8228, 8048, 8143, 7937]"
52.017227,"[-0.218750, 0.257812, -0.730469]","[-0.000831, 0.000388, -0.000353]","[0.049999, 0.029999, 0.455244]","[-0.011125, 0.005219, -0.004730]","[-0.006836, -0.002930, 0.139893]","[-0.001251, -0.003540, 0.069916, 0.997559]","[-0.001892, 0.003479, 0.044647, 0.998993]","[0.031982, 0.220703, 0.322754]","[[0.990234, 0.139465, 0.006897], [-0.139465, 0.990234, -0.003052], [-0.007263, 0.001953, 1.000000]]",0.990234,"[8246, 8064, 8177, 7952]"
52.161762,"[-0.207031, 0.269531, -0.683594]","[-0.003825, 0.001801, -0.001629]","[0.049999, 0.059999, 0.604326]","[-0.035879, 0.016995, -0.015312]","[-0.003662, -0.001709, 0.164795]","[-0.000702, -0.001892, 0.082397, 0.996582]","[-0.004059, 0.004700, 0.044678, 0.998962]","[0.146240, 0.105225, 0.195557]","[[0.986328, 0.164185, 0.003662], [-0.164185, 0.986328, -0.001770], [-0.003906, 0.001038, 0.999878]]",0.986328,"[8456, 8104, 8316, 8108]"
52.163715,"[-0.207031, 0.269531, -0.691406]","[-0.003825, 0.001801, -0.001629]","[0.080000, 0.080000, 0.582264]","[-0.035879, 0.016995, -0.015312]","[-0.003418, -0.001221, 0.165039]","[-0.000488, -0.001831, 0.082458, 0.996582]","[-0.004974, 0.006195, 0.044678, 0.998962]","[0.246338, 0.032715, 0.187012]","[[0.986328, 0.164307, 0.003540], [-0.164307, 0.986328, -0.001282], [-0.003784, 0.000671, 0.999878]]",0.986328,"[8444, 8111, 8324, 8119]"
52.288734,"[-0.199219, 0.277344, -0.644531]","[-0.011669, 0.005539, -0.004984]","[0.080000, 0.109999, 0.635550]","[-0.083078, 0.039785, -0.035606]","[0.000732, -0.002197, 0.188232]","[-0.001129, 0.000305, 0.094116, 0.995544]","[-0.006744, 0.007263, 0.044708, 0.998932]","[0.139648, -0.036133, 0.123535]","[[0.982178, 0.187317, -0.000793], [-0.187439, 0.982178, -0.002258], [0.000305, 0.002258, 0.999878]]",0.982178,"[8428, 8132, 8407, 8084]"
52.321922,"[-0.187500, 0.289062, -0.632812]","[-0.013377, 0.006358, -0.005716]","[0.119999, 0.109999, 0.648533]","[-0.091959, 0.044113, -0.039439]","[0.001709, -0.001465, 0.193359]","[-0.000854, 0.000885, 0.096649, 0.995331]","[-0.007111, 0.010315, 0.044708, 0.998901]","[-0.208496, -0.082031, 0.174805]","[[0.981323, 0.192322, -0.001892], [-0.192444, 0.981323, -0.001587], [0.001526, 0.001831, 1.000000]]",0.981323,"[8427, 8179, 8485, 8077]"
