t,p,p_d,v,v_d,Angles,q,q_sp,w,R,T_sp,rpm
75.649902,"[-0.097656, 0.277344, -0.675781]","[0.004912, 0.012829, -0.009148]","[0.080000, 0.129999, 0.463409]","[0.033963, 0.088899, -0.063574]","[-0.002686, 0.001465, 0.310059]","[0.000977, -0.001251, 0.154449, 0.988007]","[-0.007263, 0.006409, 0.088898, 0.995972]","[0.106445, 0.126221, 0.153076]","[[0.952271, 0.305115, 0.002747], [-0.305237, 0.952271, 0.001465], [-0.002258, -0.002319, 0.999939]]",0.952271,"[8456, 8105, 8447, 8013]"
75.651855,"[-0.097656, 0.289062, -0.652344]","[0.004912, 0.012829, -0.009148]","[0.089998, 0.139999, 0.576288]","[0.033963, 0.088899, -0.063574]","[-0.002686, 0.001465, 0.310059]","[0.001038, -0.001251, 0.154510, 0.988007]","[-0.008423, 0.006989, 0.088898, 0.995972]","[0.109619, -0.085938, 0.130859]","[[0.952271, 0.305237, 0.002808], [-0.305359, 0.952271, 0.001587], [-0.002197, -0.002441, 1.000000]]",0.952271,"[8451, 8100, 8453, 8009]"
75.65966,"[-0.097656, 0.289062, -0.640625]","[0.004912, 0.012829, -0.009148]","[0.099998, 0.179998, 0.612007]","[0.033963, 0.088899, -0.063574]","[-0.002441, 0.002197, 0.311768]","[0.001373, -0.001068, 0.155304, 0.987885]","[-0.010223, 0.007629, 0.088928, 0.995941]","[0.098389, 0.050049, 0.173340]","[[0.951782, 0.306763, 0.002502], [-0.306885, 0.951782, 0.002319], [-0.001770, -0.003052, 1.000000]]",0.951782,"[8429, 8117, 8474, 8000]"
75.692871,"[-0.089844, 0.296875, -0.632812]","[0.006374, 0.016657, -0.011887]","[0.099998, 0.160000, 0.603951]","[0.041029, 0.107484, -0.076950]","[-0.000977, 0.000244, 0.317627]","[0.000305, -0.000519, 0.158295, 0.987366]","[-0.009460, 0.007935, 0.088928, 0.995941]","[-0.172607, 0.030762, 0.229248]","[[0.949768, 0.312500, 0.001099], [-0.312622, 0.949768, 0.000366], [-0.000977, -0.000732, 0.999878]]",0.949768,"[8522, 8196, 8521, 8052]"
75.815918,"[-0.078125, 0.316406, -0.585938]","[0.012624, 0.033054, -0.023649]","[0.139999, 0.209999, 0.541569]","[0.066749, 0.175330, -0.125986]","[0.003418, -0.003418, 0.335449]","[-0.001984, 0.001495, 0.166992, 0.985962]","[-0.011414, 0.010559, 0.088959, 0.995911]","[-0.303955, -0.002441, 0.052002]","[[0.944214, 0.329224, -0.003601], [-0.329346, 0.944214, -0.003479], [0.002258, 0.004456, 0.999939]]",0.944214,"[8626, 8249, 8623, 8147]"
75.829605,"[-0.078125, 0.328125, -0.558594]","[0.013976, 0.036606, -0.026202]","[0.119999, 0.189999, 0.608433]","[0.071668, 0.188340, -0.135426]","[0.003418, -0.002930, 0.336914]","[-0.001709, 0.001526, 0.167755, 0.985809]","[-0.011169, 0.009186, 0.088959, 0.995911]","[-0.368896, -0.157227, 0.108887]","[[0.943604, 0.330627, -0.003601], [-0.330750, 0.943604, -0.002930], [0.002380, 0.003906, 0.999878]]",0.943604,"[8602, 8247, 8633, 8152]"
75.895996,"[-0.058594, 0.339844, -0.523438]","[0.018628, 0.048843, -0.035010]","[0.150000, 0.240000, 0.643225]","[0.087411, 0.230053, -0.165769]","[0.007080, -0.005127, 0.343018]","[-0.003204, 0.003082, 0.170715, 0.985291]","[-0.013031, 0.011688, 0.088989, 0.995850]","[-0.187988, 0.137939, 0.128174]","[[0.941589, 0.336304, -0.007141], [-0.336426, 0.941589, -0.005310], [0.004944, 0.007385, 0.999817]]",0.941589,"[8693, 8323, 8691, 8256]"
75.929199,"[-0.058594, 0.347656, -0.515625]","[0.022261, 0.058408, -0.041908]","[0.129999, 0.209999, 0.636108]","[0.098678, 0.259975, -0.187610]","[0.008789, -0.004883, 0.345215]","[-0.003174, 0.003906, 0.171875, 0.985077]","[-0.011536, 0.010590, 0.088959, 0.995880]","[-0.006836, 0.059082, 0.068604]","[[0.940735, 0.338501, -0.008789], [-0.338623, 0.940735, -0.004944], [0.006592, 0.007629, 0.999817]]",0.940735,"[8710, 8383, 8749, 8287]"
75.964348,"[-0.058594, 0.359375, -0.492188]","[0.026346, 0.069175, -0.049685]","[0.160000, 0.259998, 0.671553]","[0.110500, 0.291436, -0.210644]","[0.011230, -0.005859, 0.347900]","[-0.003906, 0.005066, 0.173126, 0.984863]","[-0.013763, 0.011749, 0.089020, 0.995850]","[0.101807, -0.044922, 0.061523]","[[0.939880, 0.340942, -0.011353], [-0.341064, 0.939880, -0.006042], [0.008545, 0.009460, 0.999817]]",0.93988,"[8774, 8398, 8800, 8351]"
75.997551,"[-0.046875, 0.359375, -0.476562]","[0.030901, 0.081197, -0.058381]","[0.139999, 0.230000, 0.682659]","[0.122814, 0.324274, -0.234765]","[0.013184, -0.007080, 0.349854]","[-0.004700, 0.005951, 0.174164, 0.984680]","[-0.011597, 0.011200, 0.088959, 0.995880]","[-0.062500, -0.029541, 0.087646]","[[0.939148, 0.342896, -0.013367], [-0.343018, 0.939209, -0.007263], [0.010071, 0.011292, 0.999756]]",0.939148,"[8814, 8472, 8826, 8353]"
76.122559,"[-0.039062, 0.378906, -0.441406]","[0.047563, 0.125273, -0.090380]","[0.169998, 0.269999, 0.574528]","[0.162037, 0.429390, -0.312575]","[0.014648, -0.006592, 0.354736]","[-0.004608, 0.006683, 0.176514, 0.984253]","[-0.011200, 0.011780, 0.088959, 0.995880]","[-0.062988, 0.058594, 0.000732]","[[0.937500, 0.347290, -0.014771], [-0.347534, 0.937561, -0.006775], [0.011475, 0.011414, 0.999756]]",0.9375,"[8870, 8511, 8887, 8426]"
76.124512,"[-0.039062, 0.386719, -0.441406]","[0.047563, 0.125273, -0.090380]","[0.150000, 0.249998, 0.574528]","[0.162037, 0.429390, -0.312575]","[0.014648, -0.006592, 0.354736]","[-0.004608, 0.006683, 0.176514, 0.984253]","[-0.010681, 0.010742, 0.088959, 0.995911]","[-0.062988, 0.058594, 0.000732]","[[0.937500, 0.347290, -0.014771], [-0.347534, 0.937561, -0.006775], [0.011475, 0.011414, 0.999756]]",0.9375,"[8890, 8539, 8888, 8437]"
76.130371,"[-0.027344, 0.398438, -0.433594]","[0.047563, 0.125273, -0.090380]","[0.179998, 0.279999, 0.580954]","[0.162037, 0.429390, -0.312575]","[0.014893, -0.006836, 0.354980]","[-0.004730, 0.006775, 0.176636, 0.984253]","[-0.012543, 0.013000, 0.088989, 0.995850]","[-0.020752, 0.148438, 0.027100]","[[0.937500, 0.347534, -0.015015], [-0.347778, 0.937561, -0.006958], [0.011597, 0.011719, 0.999878]]",0.9375,"[8880, 8517, 8891, 8449]"
76.165527,"[-0.027344, 0.406250, -0.417969]","[0.054158, 0.142760, -0.103123]","[0.139999, 0.249998, 0.598179]","[0.175631, 0.466018, -0.339924]","[0.014404, -0.006348, 0.355957]","[-0.004395, 0.006531, 0.177155, 0.984131]","[-0.010437, 0.010712, 0.088959, 0.995911]","[-0.051270, -0.012451, 0.039795]","[[0.937012, 0.348572, -0.014404], [-0.348694, 0.937073, -0.006409], [0.011230, 0.010925, 0.999756]]",0.937012,"[8925, 8609, 8896, 8417]"
76.19873,"[-0.019531, 0.417969, -0.406250]","[0.061286, 0.161687, -0.116943]","[0.150000, 0.269999, 0.575201]","[0.189357, 0.503119, -0.367767]","[0.014648, -0.007568, 0.357178]","[-0.005005, 0.006561, 0.177734, 0.984039]","[-0.010742, 0.011108, 0.088959, 0.995911]","[0.032959, 0.023926, 0.048828]","[[0.936646, 0.349670, -0.014709], [-0.349915, 0.936707, -0.007568], [0.011047, 0.012207, 0.999817]]",0.936646,"[8973, 8580, 8922, 8481]"
76.231934,"[-0.007812, 0.429688, -0.398438]","[0.068952, 0.182069, -0.131859]","[0.179998, 0.279999, 0.560999]","[0.203138, 0.540492, -0.395971]","[0.014893, -0.005859, 0.357910]","[-0.004242, 0.006897, 0.178101, 0.983978]","[-0.010376, 0.012665, 0.088959, 0.995880]","[-0.022705, 0.005371, -0.041992]","[[0.936401, 0.350403, -0.015076], [-0.350525, 0.936462, -0.005920], [0.012024, 0.010803, 0.999817]]",0.936401,"[8933, 8642, 8984, 8465]"
76.265137,"[-0.007812, 0.437500, -0.386719]","[0.072987, 0.192809, -0.139731]","[0.160000, 0.269999, 0.547222]","[0.210025, 0.559219, -0.410167]","[0.013916, -0.007812, 0.359375]","[-0.005096, 0.006165, 0.178833, 0.983826]","[-0.009186, 0.010986, 0.088928, 0.995911]","[0.091553, 0.204834, 0.003906]","[[0.935791, 0.351746, -0.013916], [-0.351990, 0.935852, -0.007874], [0.010254, 0.012268, 0.999695]]",0.935791,"[9056, 8616, 8921, 8483]"
76.429199,"[0.019531, 0.468750, -0.363281]","[0.115262, 0.305778, -0.223089]","[0.150000, 0.279999, 0.340750]","[0.270194, 0.724568, -0.537823]","[0.011963, -0.001465, 0.358398]","[-0.001831, 0.005768, 0.178375, 0.983948]","[-0.003479, 0.008759, 0.088867, 0.995972]","[-0.100830, 0.060791, 0.004395]","[[0.936279, 0.350952, -0.011963], [-0.351074, 0.936340, -0.001648], [0.010620, 0.005676, 0.999878]]",0.936279,"[8987, 8696, 9009, 8517]"
76.431152,"[0.007812, 0.476562, -0.363281]","[0.115262, 0.305778, -0.223089]","[0.179998, 0.339998, 0.340750]","[0.270194, 0.724568, -0.537823]","[0.011963, -0.001465, 0.358398]","[-0.001831, 0.005768, 0.178375, 0.983948]","[-0.006683, 0.009888, 0.088898, 0.995941]","[-0.100830, 0.060791, 0.004395]","[[0.936279, 0.350952, -0.011963], [-0.351074, 0.936340, -0.001648], [0.010620, 0.005676, 0.999878]]",0.936279,"[9012, 8698, 8995, 8542]"
76.433105,"[0.019531, 0.488281, -0.363281]","[0.115262, 0.305778, -0.223089]","[0.160000, 0.299999, 0.323730]","[0.270194, 0.724568, -0.537823]","[0.011719, -0.000977, 0.358398]","[-0.001526, 0.005676, 0.178314, 0.983978]","[-0.005402, 0.009399, 0.088898, 0.995972]","[0.159668, 0.018555, -0.014893]","[[0.936401, 0.350830, -0.011719], [-0.350952, 0.936462, -0.001038], [0.010620, 0.005066, 0.999939]]",0.936401,"[8997, 8697, 9013, 8561]"
76.571777,"[0.027344, 0.500000, -0.347656]","[0.155124, 0.413018, -0.303143]","[0.160000, 0.309999, 0.194584]","[0.311951, 0.841905, -0.632098]","[0.007080, 0.003662, 0.355225]","[0.001282, 0.003876, 0.176788, 0.984253]","[0.001556, 0.006470, 0.088837, 0.996002]","[0.129395, -0.022705, -0.014160]","[[0.937500, 0.347961, -0.007202], [-0.347961, 0.937500, 0.003845], [0.008057, -0.001160, 1.000000]]",0.9375,"[8984, 8691, 8976, 8541]"
76.575684,"[0.046875, 0.539062, -0.363281]","[0.155124, 0.413018, -0.303143]","[0.189999, 0.379999, 0.128189]","[0.311951, 0.841905, -0.632098]","[0.007080, 0.003906, 0.355225]","[0.001343, 0.003937, 0.176788, 0.984253]","[-0.003784, 0.009521, 0.088867, 0.995972]","[0.069824, -0.031738, -0.065918]","[[0.937500, 0.347961, -0.007263], [-0.347961, 0.937500, 0.003967], [0.008118, -0.001282, 1.000000]]",0.9375,"[8981, 8699, 8993, 8528]"
76.603027,"[0.046875, 0.546875, -0.367188]","[0.167520, 0.446507, -0.328333]","[0.160000, 0.339998, 0.102734]","[0.322652, 0.872503, -0.657480]","[0.006104, 0.005371, 0.354492]","[0.002258, 0.003601, 0.176361, 0.984344]","[-0.000580, 0.007019, 0.088867, 0.996002]","[-0.083252, -0.052979, -0.086670]","[[0.937866, 0.347168, -0.006287], [-0.347168, 0.937866, 0.005615], [0.007874, -0.003174, 1.000061]]",0.937866,"[8924, 8732, 8983, 8453]"
76.73584,"[0.066406, 0.558594, -0.367188]","[0.207041, 0.553714, -0.409611]","[0.199999, 0.400000, -0.009832]","[0.350722, 0.954423, -0.728093]","[0.002197, 0.009277, 0.351807]","[0.004456, 0.001892, 0.175049, 0.984528]","[0.004822, 0.006287, 0.088837, 0.996002]","[0.207031, -0.006104, -0.048340]","[[0.938538, 0.344666, -0.002197], [-0.344666, 0.938538, 0.009338], [0.005249, -0.008118, 0.999817]]",0.938538,"[8979, 8656, 8939, 8542]"
76.737793,"[0.066406, 0.589844, -0.367188]","[0.213931, 0.572474, -0.423938]","[0.169998, 0.369999, -0.009832]","[0.354757, 0.966482, -0.738948]","[0.002197, 0.009277, 0.351807]","[0.004456, 0.001892, 0.175049, 0.984528]","[0.004456, 0.004852, 0.088837, 0.996002]","[0.207031, -0.006104, -0.048340]","[[0.938538, 0.344666, -0.002197], [-0.344666, 0.938538, 0.009338], [0.005249, -0.008118, 0.999817]]",0.938538,"[8963, 8629, 8936, 8524]"
76.739738,"[0.078125, 0.597656, -0.378906]","[0.213931, 0.572474, -0.423938]","[0.199999, 0.439999, -0.077980]","[0.354757, 0.966482, -0.738948]","[0.002441, 0.009277, 0.351807]","[0.004456, 0.002045, 0.175049, 0.984558]","[0.001007, 0.007355, 0.088837, 0.996002]","[0.008545, -0.062500, 0.014160]","[[0.938660, 0.344666, -0.002441], [-0.344666, 0.938660, 0.009399], [0.005493, -0.008057, 0.999939]]",0.93866,"[8960, 8643, 8938, 8540]"
76.890144,"[0.109375, 0.656250, -0.410156]","[0.264090, 0.709692, -0.529760]","[0.199999, 0.400000, -0.240875]","[0.377310, 1.036517, -0.806539]","[0.002441, 0.013916, 0.349121]","[0.006714, 0.002441, 0.173798, 0.984772]","[0.010559, 0.004425, 0.088806, 0.995972]","[0.226318, 0.072266, -0.046143]","[[0.939575, 0.342285, -0.002441], [-0.342285, 0.939514, 0.013977], [0.007080, -0.012390, 0.999878]]",0.939575,"[8915, 8596, 8928, 8543]"
76.903809,"[0.117188, 0.679688, -0.417969]","[0.271481, 0.730006, -0.545589]","[0.209999, 0.509998, -0.265297]","[0.379678, 1.044340, -0.814904]","[0.001953, 0.015137, 0.348877]","[0.007355, 0.002319, 0.173645, 0.984772]","[0.005005, 0.005554, 0.088837, 0.996002]","[0.405518, 0.088379, -0.025879]","[[0.939575, 0.341980, -0.002014], [-0.341980, 0.939514, 0.015259], [0.007019, -0.013672, 0.999817]]",0.939575,"[8893, 8578, 8900, 8514]"
76.944817,"[0.117188, 0.687500, -0.433594]","[0.286397, 0.771089, -0.577739]","[0.199999, 0.449999, -0.316805]","[0.383751, 1.058279, -0.830626]","[0.001221, 0.016357, 0.347900]","[0.007996, 0.002136, 0.173126, 0.984863]","[0.010468, 0.003326, 0.088837, 0.995972]","[0.204346, -0.153564, -0.050537]","[[0.940002, 0.341003, -0.001404], [-0.341003, 0.939880, 0.016479], [0.006897, -0.015015, 0.999817]]",0.940002,"[8833, 8565, 8871, 8421]"
77.087395,"[0.128906, 0.718750, -0.457031]","[0.339474, 0.918166, -0.694494]","[0.199999, 0.480000, -0.376654]","[0.390798, 1.088242, -0.874328]","[0.000000, 0.022217, 0.342529]","[0.011047, 0.001953, 0.170471, 0.985291]","[0.017853, -0.000244, 0.088867, 0.995880]","[-0.108887, -0.219482, -0.036133]","[[0.941772, 0.335876, -0.000122], [-0.335876, 0.941589, 0.022339], [0.007568, -0.021118, 0.999695]]",0.941772,"[8813, 8483, 8820, 8507]"
77.089355,"[0.148438, 0.757812, -0.480469]","[0.347111, 0.939446, -0.711625]","[0.240000, 0.559999, -0.493431]","[0.390868, 1.090043, -0.879079]","[0.000000, 0.022461, 0.342529]","[0.011169, 0.002014, 0.170502, 0.985291]","[0.012299, 0.003296, 0.088837, 0.995941]","[-0.032471, 0.156250, -0.055176]","[[0.941833, 0.335938, -0.000183], [-0.335938, 0.941589, 0.022644], [0.007751, -0.021301, 0.999695]]",0.941833,"[8816, 8481, 8845, 8500]"
77.108887,"[0.156250, 0.777344, -0.496094]","[0.354742, 0.960742, -0.728831]","[0.189999, 0.509998, -0.534931]","[0.390699, 1.091208, -0.883435]","[-0.000732, 0.023926, 0.341553]","[0.011902, 0.001648, 0.170074, 0.985352]","[0.014984, 0.000488, 0.088867, 0.995911]","[0.263916, 0.035645, -0.028564]","[[0.942078, 0.335144, 0.000793], [-0.335144, 0.941833, 0.023987], [0.007263, -0.022888, 0.999634]]",0.942078,"[8780, 8492, 8774, 8417]"
77.140129,"[0.156250, 0.796875, -0.507812]","[0.362365, 0.982050, -0.746118]","[0.240000, 0.589998, -0.556074]","[0.390296, 1.091748, -0.887404]","[-0.000488, 0.025635, 0.340088]","[0.012817, 0.001862, 0.169250, 0.985504]","[0.012207, 0.002441, 0.088837, 0.995941]","[-0.098145, 0.033203, -0.066895]","[[0.942688, 0.333557, 0.000671], [-0.333557, 0.942383, 0.025818], [0.007996, -0.024597, 0.999634]]",0.942688,"[8689, 8448, 8772, 8339]"
77.173332,"[0.167969, 0.816406, -0.519531]","[0.377585, 1.024691, -0.780919]","[0.199999, 0.539999, -0.582369]","[0.388761, 1.090859, -0.894147]","[-0.000488, 0.023682, 0.338135]","[0.011810, 0.001678, 0.168335, 0.985657]","[0.016022, -0.000061, 0.088867, 0.995911]","[0.146484, 0.101318, -0.027100]","[[0.943237, 0.331787, 0.000671], [-0.331787, 0.942993, 0.023804], [0.007263, -0.022705, 0.999634]]",0.943237,"[8712, 8352, 8687, 8399]"
77.208488,"[0.179688, 0.839844, -0.539062]","[0.392728, 1.067248, -0.815959]","[0.240000, 0.629999, -0.620895]","[0.386259, 1.087333, -0.899277]","[0.000732, 0.023682, 0.336182]","[0.011627, 0.002441, 0.167328, 0.985840]","[0.013275, 0.001862, 0.088837, 0.995941]","[0.108643, 0.000732, -0.060059]","[[0.943970, 0.329895, -0.000916], [-0.329895, 0.943726, 0.023682], [0.008606, -0.022095, 0.999695]]",0.94397,"[8652, 8312, 8688, 8426]"
77.358887,"[0.207031, 0.898438, -0.585938]","[0.444546, 1.213990, -0.939468]","[0.240000, 0.669998, -0.609373]","[0.369811, 1.053843, -0.904128]","[-0.000732, 0.026855, 0.325928]","[0.013367, 0.001740, 0.162384, 0.986633]","[0.018677, -0.000671, 0.088898, 0.995850]","[0.081543, -0.146973, -0.054688]","[[0.947144, 0.320374, 0.000916], [-0.320374, 0.946838, 0.026917], [0.007751, -0.025818, 0.999573]]",0.947144,"[8604, 8348, 8671, 8392]"
77.360832,"[0.207031, 0.917969, -0.593750]","[0.444546, 1.213990, -0.939468]","[0.219999, 0.599998, -0.617012]","[0.369811, 1.053843, -0.904128]","[-0.000488, 0.026855, 0.325928]","[0.013336, 0.001923, 0.162384, 0.986633]","[0.020905, -0.001862, 0.088928, 0.995789]","[-0.024414, 0.224854, -0.027100]","[[0.947144, 0.320374, 0.000488], [-0.320374, 0.946838, 0.026917], [0.008057, -0.025696, 0.999573]]",0.947144,"[8635, 8345, 8667, 8390]"
77.376472,"[0.218750, 0.937500, -0.601562]","[0.451738, 1.234503, -0.957122]","[0.249998, 0.689999, -0.640623]","[0.366483, 1.046324, -0.903126]","[-0.000732, 0.027344, 0.324951]","[0.013580, 0.001801, 0.161835, 0.986725]","[0.016785, 0.000214, 0.088867, 0.995880]","[-0.118896, 0.230713, -0.020020]","[[0.947571, 0.319336, 0.000854], [-0.319336, 0.947205, 0.027344], [0.007935, -0.026245, 0.999573]]",0.947571,"[8642, 8347, 8650, 8397]"
77.413567,"[0.226562, 0.968750, -0.617188]","[0.465911, 1.275043, -0.992335]","[0.209999, 0.619999, -0.633062]","[0.359067, 1.029161, -0.899762]","[-0.001221, 0.028076, 0.321533]","[0.013977, 0.001587, 0.160187, 0.987000]","[0.020721, -0.002319, 0.088928, 0.995789]","[-0.240723, -0.139404, -0.037598]","[[0.948669, 0.316162, 0.001343], [-0.316162, 0.948303, 0.028076], [0.007568, -0.027100, 0.999573]]",0.948669,"[8566, 8351, 8642, 8318]"
77.442863,"[0.238281, 0.988281, -0.628906]","[0.479777, 1.314878, -1.027398]","[0.199999, 0.649998, -0.597477]","[0.350673, 1.009192, -0.894650]","[-0.001465, 0.027100, 0.319336]","[0.013611, 0.001343, 0.159027, 0.987183]","[0.019958, -0.002869, 0.088928, 0.995819]","[-0.075684, -0.175049, -0.053223]","[[0.949402, 0.313965, 0.001648], [-0.313965, 0.949036, 0.027222], [0.006897, -0.026489, 0.999573]]",0.949402,"[8619, 8283, 8615, 8434]"
77.47998,"[0.238281, 1.007812, -0.652344]","[0.493296, 1.353855, -1.062212]","[0.240000, 0.739998, -0.594534]","[0.341288, 0.986395, -0.887741]","[-0.001709, 0.027832, 0.316162]","[0.014008, 0.001312, 0.157501, 0.987427]","[0.017029, -0.001373, 0.088898, 0.995880]","[0.179932, -0.260254, -0.111572]","[[0.950378, 0.311035, 0.001831], [-0.311035, 0.950012, 0.028015], [0.006958, -0.027283, 0.999573]]",0.950378,"[8596, 8319, 8623, 8403]"
77.511223,"[0.250000, 1.039062, -0.664062]","[0.499912, 1.373003, -1.079514]","[0.209999, 0.659998, -0.580900]","[0.336241, 0.973967, -0.883628]","[-0.002686, 0.028809, 0.313232]","[0.014526, 0.000916, 0.156128, 0.987640]","[0.020782, -0.003204, 0.088928, 0.995789]","[0.247070, 0.036377, -0.166504]","[[0.951233, 0.308350, 0.002747], [-0.308350, 0.950867, 0.028931], [0.006287, -0.028442, 0.999573]]",0.951233,"[8611, 8331, 8612, 8343]"
77.546387,"[0.257812, 1.058594, -0.675781]","[0.512840, 1.410532, -1.113850]","[0.249998, 0.769999, -0.599112]","[0.325404, 0.946926, -0.874031]","[-0.003418, 0.026123, 0.310547]","[0.013275, 0.000336, 0.154724, 0.987885]","[0.016663, -0.001099, 0.088898, 0.995880]","[0.093262, 0.051270, -0.115479]","[[0.952087, 0.305664, 0.003479], [-0.305664, 0.951782, 0.026245], [0.004700, -0.026123, 0.999634]]",0.952087,"[8645, 8253, 8530, 8431]"
77.577629,"[0.269531, 1.078125, -0.691406]","[0.525324, 1.446957, -1.147777]","[0.219999, 0.669998, -0.619038]","[0.313622, 0.917110, -0.862654]","[-0.003662, 0.026123, 0.308350]","[0.013245, 0.000153, 0.153625, 0.988068]","[0.022125, -0.003174, 0.088959, 0.995758]","[-0.184326, -0.066650, -0.014893]","[[0.952820, 0.303528, 0.003784], [-0.303528, 0.952515, 0.026123], [0.004272, -0.026123, 0.999695]]",0.95282,"[8557, 8304, 8562, 8340]"
