t,p,p_d,v,v_d,Angles,q,q_sp,w,R,T_sp,rpm
37.980629,"[0.058594, 0.226562, -0.730469]","[0.000000, -0.000000, -0.000000]","[0.000000, 0.009998, 0.232136]","[0.000001, -0.000000, -0.000000]","[-0.000244, -0.018066, 0.067871]","[-0.009064, -0.000458, 0.034058, 0.999390]","[-0.000702, 0.000000, 0.026337, 0.999634]","[0.086914, -0.143555, 0.067627]","[[0.997681, 0.068054, 0.000244], [-0.068054, 0.997559, -0.018188], [-0.001587, 0.018066, 0.999878]]",0.997681,"[8029, 7912, 7874, 7887]"
38.031414,"[0.058594, 0.250000, -0.730469]","[0.000000, -0.000000, -0.000000]","[0.009998, 0.000000, 0.296951]","[0.000001, -0.000001, -0.000000]","[-0.002197, -0.019775, 0.071533]","[-0.009827, -0.001465, 0.035797, 0.999298]","[-0.001556, 0.000641, 0.026337, 0.999634]","[0.075195, -0.144287, -0.018799]","[[0.997375, 0.071533, 0.002197], [-0.071533, 0.997192, -0.019775], [-0.003662, 0.019531, 0.999695]]",0.997375,"[8153, 7913, 7923, 8001]"
38.033363,"[0.058594, 0.250000, -0.726562]","[0.000000, -0.000000, -0.000000]","[0.019999, 0.009998, 0.306519]","[0.000001, -0.000001, -0.000000]","[-0.002441, -0.019531, 0.071533]","[-0.009766, -0.001648, 0.035797, 0.999298]","[-0.002167, 0.001129, 0.026337, 0.999634]","[0.046631, -0.222900, 0.048584]","[[0.997375, 0.071533, 0.002563], [-0.071533, 0.997192, -0.019653], [-0.004028, 0.019409, 0.999695]]",0.997375,"[8152, 7903, 7927, 8006]"
38.052895,"[0.058594, 0.250000, -0.722656]","[0.000000, -0.000000, -0.000000]","[0.029999, 0.009998, 0.327499]","[0.000002, -0.000001, -0.000001]","[-0.002686, -0.017334, 0.072510]","[-0.008606, -0.001709, 0.036285, 0.999298]","[-0.002136, 0.001617, 0.026367, 0.999634]","[0.072510, 0.064697, 0.013428]","[[0.997314, 0.072510, 0.002747], [-0.072510, 0.997192, -0.017395], [-0.004089, 0.017029, 0.999817]]",0.997314,"[8060, 7988, 7984, 7932]"
38.211105,"[0.066406, 0.250000, -0.687500]","[0.000001, -0.000001, -0.000000]","[0.039999, 0.009998, 0.388182]","[0.000010, -0.000007, -0.000004]","[-0.003662, -0.019775, 0.079590]","[-0.009827, -0.002228, 0.039886, 0.999146]","[-0.002106, 0.002594, 0.026367, 0.999634]","[-0.052246, -0.076660, -0.024658]","[[0.996765, 0.079651, 0.003662], [-0.079651, 0.996582, -0.019836], [-0.005249, 0.019470, 0.999756]]",0.996765,"[8208, 8025, 8036, 8065]"
38.222816,"[0.066406, 0.250000, -0.675781]","[0.000001, -0.000001, -0.000000]","[0.070000, 0.019999, 0.409546]","[0.000012, -0.000008, -0.000004]","[-0.003906, -0.019775, 0.079834]","[-0.009766, -0.002380, 0.040039, 0.999146]","[-0.002563, 0.004089, 0.026367, 0.999634]","[0.065674, 0.150879, 0.087402]","[[0.996765, 0.079956, 0.003967], [-0.079956, 0.996582, -0.019775], [-0.005554, 0.019287, 0.999756]]",0.996765,"[8234, 8026, 8027, 8062]"
38.353683,"[0.078125, 0.250000, -0.648438]","[0.000004, -0.000003, -0.000001]","[0.049999, 0.009998, 0.471830]","[0.000035, -0.000023, -0.000012]","[-0.000977, -0.020020, 0.081543]","[-0.009949, -0.000977, 0.040894, 0.999115]","[-0.002197, 0.003937, 0.026367, 0.999634]","[-0.033936, -0.167725, -0.044922]","[[0.996643, 0.081665, 0.001099], [-0.081665, 0.996460, -0.020020], [-0.002808, 0.019775, 0.999756]]",0.996643,"[8223, 8066, 8128, 8139]"
38.355633,"[0.078125, 0.250000, -0.648438]","[0.000004, -0.000003, -0.000001]","[0.089998, 0.019999, 0.471830]","[0.000035, -0.000023, -0.000012]","[-0.000977, -0.020020, 0.081543]","[-0.009949, -0.000977, 0.040894, 0.999115]","[-0.002625, 0.005920, 0.026367, 0.999603]","[-0.033936, -0.167725, -0.044922]","[[0.996643, 0.081665, 0.001099], [-0.081665, 0.996460, -0.020020], [-0.002808, 0.019775, 0.999756]]",0.996643,"[8230, 8090, 8112, 8152]"
38.390785,"[0.089844, 0.250000, -0.621094]","[0.000006, -0.000004, -0.000002]","[0.080000, 0.029999, 0.535948]","[0.000044, -0.000029, -0.000016]","[-0.000244, -0.020264, 0.082031]","[-0.010132, -0.000641, 0.041107, 0.999084]","[-0.002991, 0.006042, 0.026367, 0.999603]","[0.008789, -0.227295, -0.001221]","[[0.996521, 0.082092, 0.000427], [-0.082092, 0.996338, -0.020325], [-0.002136, 0.020203, 0.999695]]",0.996521,"[8290, 8112, 8115, 8183]"
38.423996,"[0.089844, 0.250000, -0.609375]","[0.000007, -0.000004, -0.000002]","[0.119999, 0.029999, 0.548393]","[0.000050, -0.000033, -0.000018]","[0.000488, -0.019531, 0.082520]","[-0.009796, -0.000092, 0.041290, 0.999084]","[-0.002930, 0.008118, 0.026367, 0.999603]","[0.007080, 0.321777, 0.018066]","[[0.996521, 0.082458, -0.000671], [-0.082458, 0.996338, -0.019653], [-0.001038, 0.019531, 0.999695]]",0.996521,"[8299, 8143, 8164, 8152]"
