t,p,p_d,v,v_d,Angles,q,q_sp,w,R,T_sp,rpm
48.120628,"[-0.199219, 0.316406, -0.847656]","[0.000000, 0.000000, -0.000000]","[-0.009998, 0.000000, 0.032198]","[0.000003, 0.000001, -0.000001]","[0.017578, -0.024414, 0.100342]","[-0.012695, 0.008270, 0.050354, 0.998627]","[0.000031, 0.000824, 0.048309, 0.998810]","[-0.096436, 0.068604, 0.156738]","[[0.994812, 0.100281, -0.017761], [-0.100769, 0.994629, -0.024597], [0.015198, 0.026184, 0.999573]]",0.994812,"[7972, 7879, 7991, 7960]"
48.161648,"[-0.207031, 0.316406, -0.847656]","[0.000001, 0.000000, -0.000000]","[-0.009998, 0.019999, 0.019180]","[0.000039, 0.000013, -0.000008]","[0.005371, -0.011475, 0.105713]","[-0.005890, 0.002411, 0.052979, 0.998566]","[-0.001190, 0.000397, 0.048309, 0.998810]","[0.604492, -0.878906, 0.154053]","[[0.994324, 0.105713, -0.005432], [-0.105835, 0.994263, -0.011536], [0.004089, 0.012024, 0.999817]]",0.994324,"[7934, 8085, 7931, 7653]"
48.1968,"[-0.207031, 0.316406, -0.843750]","[0.000002, 0.000001, -0.000000]","[0.000000, 0.009998, 0.117363]","[0.000092, 0.000032, -0.000019]","[-0.000488, -0.007324, 0.111084]","[-0.003693, -0.000519, 0.055542, 0.998444]","[-0.000549, 0.000854, 0.048309, 0.998810]","[0.007568, 0.011230, 0.142334]","[[0.993774, 0.110901, 0.000610], [-0.110901, 0.993774, -0.007446], [-0.001465, 0.007324, 0.999939]]",0.993774,"[8040, 8102, 7906, 7614]"
48.230003,"[-0.207031, 0.316406, -0.839844]","[0.000010, 0.000003, -0.000002]","[0.009998, 0.019999, 0.183315]","[0.000340, 0.000117, -0.000069]","[-0.004395, -0.005615, 0.115723]","[-0.002747, -0.002380, 0.057922, 0.998322]","[-0.001038, 0.001251, 0.048309, 0.998810]","[0.001221, -0.177979, 0.175781]","[[0.993286, 0.115601, 0.004395], [-0.115601, 0.993286, -0.005798], [-0.005127, 0.005188, 0.999939]]",0.993286,"[8067, 8048, 7932, 7753]"
48.26321,"[-0.207031, 0.316406, -0.835938]","[0.000032, 0.000011, -0.000007]","[0.009998, 0.029999, 0.135675]","[0.000889, 0.000307, -0.000180]","[-0.007324, -0.004150, 0.121094]","[-0.001923, -0.003876, 0.060577, 0.998169]","[-0.001526, 0.001282, 0.048309, 0.998810]","[0.119873, -0.271729, 0.189209]","[[0.992676, 0.120911, 0.007507], [-0.120911, 0.992676, -0.004333], [-0.007996, 0.003357, 1.000000]]",0.992676,"[8103, 8015, 7958, 7795]"
48.296413,"[-0.199219, 0.328125, -0.832031]","[0.000085, 0.000029, -0.000017]","[0.019999, 0.019999, 0.164730]","[0.001896, 0.000656, -0.000383]","[-0.009277, -0.001953, 0.125732]","[-0.000763, -0.004730, 0.062927, 0.998016]","[-0.001709, 0.002014, 0.048309, 0.998810]","[-0.220947, 0.224609, 0.038086]","[[0.992065, 0.125549, 0.009338], [-0.125549, 0.992065, -0.002136], [-0.009583, 0.000916, 0.999939]]",0.992065,"[8039, 8019, 7999, 7722]"
48.329617,"[-0.199219, 0.328125, -0.824219]","[0.000129, 0.000045, -0.000026]","[0.019999, 0.049999, 0.277042]","[0.002626, 0.000909, -0.000531]","[-0.010986, 0.000244, 0.130127]","[0.000580, -0.005463, 0.065125, 0.997864]","[-0.003174, 0.002106, 0.048309, 0.998810]","[-0.047607, 0.188965, 0.183838]","[[0.991455, 0.129883, 0.010986], [-0.130005, 0.991455, 0.000366], [-0.010864, -0.001831, 0.999878]]",0.991455,"[8087, 8084, 8033, 7734]"
48.36282,"[-0.199219, 0.328125, -0.820312]","[0.000268, 0.000093, -0.000054]","[0.029999, 0.059999, 0.263151]","[0.004649, 0.001612, -0.000939]","[-0.011963, 0.000000, 0.135742]","[0.000427, -0.005981, 0.067963, 0.997650]","[-0.003632, 0.002716, 0.048309, 0.998810]","[0.121826, -0.496094, 0.204590]","[[0.990601, 0.135498, 0.011963], [-0.135620, 0.990662, -0.000061], [-0.011963, -0.001648, 0.999817]]",0.990601,"[8150, 8111, 8082, 7779]"
48.397972,"[-0.199219, 0.339844, -0.812500]","[0.000504, 0.000175, -0.000102]","[0.029999, 0.049999, 0.257282]","[0.007575, 0.002629, -0.001529]","[-0.010498, -0.000244, 0.141357]","[0.000275, -0.005249, 0.070740, 0.997467]","[-0.003876, 0.002747, 0.048309, 0.998810]","[-0.148682, 0.046875, 0.126221]","[[0.989868, 0.141052, 0.010498], [-0.141174, 0.989868, -0.000305], [-0.010498, -0.001282, 0.999817]]",0.989868,"[8131, 7983, 8083, 7824]"
48.433128,"[-0.199219, 0.339844, -0.804688]","[0.000874, 0.000303, -0.000177]","[0.059999, 0.080000, 0.242174]","[0.011585, 0.004026, -0.002338]","[-0.013184, 0.000488, 0.147217]","[0.000854, -0.006531, 0.073608, 0.997253]","[-0.005402, 0.004272, 0.048340, 0.998779]","[0.250732, -0.184814, 0.223145]","[[0.989014, 0.146729, 0.013184], [-0.146851, 0.989075, 0.000671], [-0.012939, -0.002625, 0.999817]]",0.989014,"[8180, 8024, 8034, 7757]"
48.497581,"[-0.187500, 0.339844, -0.792969]","[0.001784, 0.000620, -0.000360]","[0.070000, 0.089998, 0.395847]","[0.020006, 0.006965, -0.004034]","[-0.013184, 0.000488, 0.156738]","[0.000885, -0.006531, 0.078369, 0.996887]","[-0.005829, 0.005402, 0.048340, 0.998779]","[-0.177490, 0.351318, 0.071533]","[[0.987549, 0.156189, 0.013184], [-0.156311, 0.987610, 0.000671], [-0.012939, -0.002747, 0.999817]]",0.987549,"[8239, 8079, 8163, 7839]"
48.534691,"[-0.187500, 0.347656, -0.781250]","[0.002706, 0.000941, -0.000546]","[0.089998, 0.099998, 0.443977]","[0.027455, 0.009571, -0.005533]","[-0.012939, 0.000244, 0.162598]","[0.000793, -0.006439, 0.081329, 0.996643]","[-0.006653, 0.006409, 0.048340, 0.998779]","[-0.096436, 0.269287, 0.134766]","[[0.986572, 0.162048, 0.013000], [-0.162170, 0.986633, 0.000427], [-0.012756, -0.002625, 0.999756]]",0.986572,"[8283, 8105, 8189, 7929]"
48.565945,"[-0.179688, 0.347656, -0.773438]","[0.003284, 0.001143, -0.000662]","[0.089998, 0.109999, 0.515060]","[0.031783, 0.011087, -0.006403]","[-0.012695, 0.000488, 0.167480]","[0.000885, -0.006317, 0.083710, 0.996460]","[-0.007111, 0.006927, 0.048340, 0.998779]","[-0.010010, 0.350098, 0.132080]","[[0.985840, 0.166748, 0.012756], [-0.166870, 0.985901, 0.000610], [-0.012512, -0.002808, 0.999817]]",0.98584,"[8357, 8123, 8206, 7910]"
48.599144,"[-0.179688, 0.347656, -0.765625]","[0.004714, 0.001642, -0.000950]","[0.109999, 0.129999, 0.470179]","[0.041723, 0.014574, -0.008401]","[-0.011963, 0.000488, 0.172363]","[0.000793, -0.005920, 0.086121, 0.996277]","[-0.008148, 0.007843, 0.048370, 0.998749]","[-0.009521, -0.365234, 0.121094]","[[0.985107, 0.171509, 0.011963], [-0.171631, 0.985168, 0.000488], [-0.011719, -0.002563, 0.999939]]",0.985107,"[8303, 8178, 8284, 7915]"
48.632347,"[-0.179688, 0.359375, -0.757812]","[0.006567, 0.002290, -0.001323]","[0.099998, 0.129999, 0.489998]","[0.053462, 0.018701, -0.010759]","[-0.010010, 0.000244, 0.177246]","[0.000671, -0.004974, 0.088654, 0.996033]","[-0.008911, 0.007141, 0.048370, 0.998749]","[0.040527, 0.415527, 0.190186]","[[0.984131, 0.176514, 0.010010], [-0.176636, 0.984131, 0.000366], [-0.009888, -0.002197, 0.999817]]",0.984131,"[8353, 8127, 8283, 7951]"
48.66555,"[-0.179688, 0.359375, -0.746094]","[0.007675, 0.002677, -0.001546]","[0.119999, 0.129999, 0.494707]","[0.060035, 0.021016, -0.012078]","[-0.008789, -0.001953, 0.182861]","[-0.000641, -0.004547, 0.091309, 0.995789]","[-0.008881, 0.008118, 0.048370, 0.998749]","[-0.059814, -0.029053, 0.088623]","[[0.983154, 0.181824, 0.008972], [-0.181824, 0.983154, -0.002136], [-0.009216, 0.000427, 0.999817]]",0.983154,"[8352, 8153, 8290, 7901]"
48.700714,"[-0.167969, 0.367188, -0.738281]","[0.010299, 0.003596, -0.002074]","[0.150000, 0.160000, 0.538542]","[0.074629, 0.026163, -0.015004]","[-0.007812, -0.002930, 0.187500]","[-0.001099, -0.004059, 0.093628, 0.995575]","[-0.010742, 0.010040, 0.048401, 0.998718]","[-0.121582, 0.288330, 0.068359]","[[0.982300, 0.186401, 0.007874], [-0.186401, 0.982300, -0.002991], [-0.008362, 0.001404, 0.999817]]",0.9823,"[8386, 8149, 8314, 7942]"
48.73196,"[-0.167969, 0.367188, -0.730469]","[0.013531, 0.004730, -0.002724]","[0.129999, 0.169998, 0.572922]","[0.091189, 0.032019, -0.018322]","[-0.007080, -0.003906, 0.191406]","[-0.001648, -0.003784, 0.095581, 0.995392]","[-0.011261, 0.009094, 0.048401, 0.998718]","[-0.127441, -0.006592, 0.048096]","[[0.981567, 0.190247, 0.007202], [-0.190247, 0.981567, -0.004028], [-0.007935, 0.002563, 0.999817]]",0.981567,"[8411, 8198, 8337, 7963]"
48.765163,"[-0.156250, 0.378906, -0.718750]","[0.017449, 0.006107, -0.003511]","[0.139999, 0.160000, 0.532280]","[0.109748, 0.038598, -0.022037]","[-0.005371, -0.006836, 0.195312]","[-0.003143, -0.003021, 0.097626, 0.995209]","[-0.011353, 0.009827, 0.048401, 0.998688]","[-0.029297, -0.017822, 0.177979]","[[0.980835, 0.194275, 0.005371], [-0.194275, 0.980835, -0.006897], [-0.006714, 0.005676, 0.999878]]",0.980835,"[8443, 8141, 8324, 8043]"
48.800316,"[-0.156250, 0.378906, -0.710938]","[0.019689, 0.006895, -0.003960]","[0.179998, 0.179998, 0.549261]","[0.119775, 0.042159, -0.024042]","[-0.002930, -0.006592, 0.198975]","[-0.003143, -0.001831, 0.099335, 0.995026]","[-0.012146, 0.011566, 0.048431, 0.998657]","[-0.046143, 0.338867, 0.167236]","[[0.980103, 0.197632, 0.002991], [-0.197632, 0.980103, -0.006653], [-0.004333, 0.005920, 0.999817]]",0.980103,"[8394, 8164, 8368, 8017]"
48.833523,"[-0.148438, 0.386719, -0.703125]","[0.024783, 0.008690, -0.004982]","[0.139999, 0.189999, 0.547014]","[0.141324, 0.049829, -0.028348]","[-0.003418, -0.007568, 0.201904]","[-0.003632, -0.002106, 0.100769, 0.994873]","[-0.013306, 0.009918, 0.048431, 0.998657]","[0.288574, -0.373779, 0.086914]","[[0.979492, 0.200500, 0.003479], [-0.200500, 0.979492, -0.007690], [-0.004944, 0.006836, 0.999756]]",0.979492,"[8468, 8207, 8336, 8023]"
48.868679,"[-0.136719, 0.398438, -0.691406]","[0.030756, 0.010798, -0.006180]","[0.189999, 0.209999, 0.607054]","[0.164825, 0.058219, -0.033038]","[-0.000732, -0.007812, 0.204102]","[-0.003906, -0.000854, 0.101990, 0.994751]","[-0.014771, 0.012665, 0.048492, 0.998627]","[-0.361572, 0.180908, 0.059326]","[[0.979004, 0.202881, 0.000854], [-0.202881, 0.979004, -0.007996], [-0.002563, 0.007629, 0.999756]]",0.979004,"[8399, 8249, 8414, 8009]"
