t,p,p_d,v,v_d,Angles,q,q_sp,w,R,T_sp,rpm
46.198776,"[0.089844, 0.500000, -0.667969]","[-0.007342, 0.001648, -0.003846]","[0.109999, 0.089998, 0.544382]","[-0.058774, 0.013373, -0.030964]","[-0.003418, 0.001465, 0.068359]","[0.000916, -0.001740, 0.034271, 0.999420]","[-0.006134, 0.009033, 0.023346, 0.999664]","[-0.111328, 0.002197, 0.071777]","[[0.997681, 0.068420, 0.003540], [-0.068542, 0.997681, 0.001648], [-0.003418, -0.001892, 1.000000]]",0.997681,"[8253, 8264, 8242, 8088]"
46.298401,"[0.109375, 0.500000, -0.625000]","[-0.014929, 0.003388, -0.007857]","[0.129999, 0.119999, 0.642427]","[-0.098610, 0.022787, -0.052294]","[-0.001221, 0.000000, 0.072021]","[0.000092, -0.000610, 0.036102, 0.999359]","[-0.007629, 0.011871, 0.023376, 0.999603]","[-0.113037, 0.243164, 0.053711]","[[0.997437, 0.072083, 0.001221], [-0.072205, 0.997437, 0.000061], [-0.001221, -0.000183, 1.000000]]",0.997437,"[8426, 8359, 8342, 8226]"
46.333542,"[0.109375, 0.519531, -0.605469]","[-0.019151, 0.004368, -0.010099]","[0.109999, 0.109999, 0.666397]","[-0.117906, 0.027427, -0.062705]","[0.000000, -0.000732, 0.073242]","[-0.000366, -0.000061, 0.036713, 0.999329]","[-0.008270, 0.011292, 0.023376, 0.999603]","[0.018799, 0.207520, 0.019287]","[[0.997314, 0.073364, 0.000061], [-0.073364, 0.997314, -0.000793], [-0.000183, 0.000671, 1.000000]]",0.997314,"[8410, 8404, 8364, 8260]"
46.368698,"[0.109375, 0.519531, -0.589844]","[-0.024166, 0.005538, -0.012770]","[0.160000, 0.129999, 0.687592]","[-0.139092, 0.032579, -0.074192]","[0.001709, -0.000977, 0.073975]","[-0.000580, 0.000946, 0.037109, 0.999329]","[-0.009277, 0.014496, 0.023438, 0.999573]","[0.059814, 0.148926, -0.022705]","[[0.997314, 0.074097, -0.001892], [-0.074219, 0.997314, -0.001099], [0.001770, 0.001221, 1.000061]]",0.997314,"[8440, 8422, 8416, 8273]"
46.401909,"[0.109375, 0.519531, -0.578125]","[-0.030043, 0.006920, -0.015910]","[0.129999, 0.129999, 0.680136]","[-0.162103, 0.038243, -0.086736]","[0.003418, -0.004150, 0.074951]","[-0.002228, 0.001740, 0.037537, 0.999298]","[-0.009186, 0.013397, 0.023407, 0.999573]","[-0.013672, -0.199219, 0.055908]","[[0.997192, 0.074951, -0.003601], [-0.075073, 0.997192, -0.004333], [0.003235, 0.004578, 1.000000]]",0.997192,"[8504, 8403, 8404, 8334]"
46.43317,"[0.128906, 0.527344, -0.562500]","[-0.033326, 0.007696, -0.017668]","[0.129999, 0.119999, 0.693537]","[-0.174265, 0.041264, -0.093393]","[0.004395, -0.005371, 0.075928]","[-0.002838, 0.002167, 0.037994, 0.999268]","[-0.009155, 0.015106, 0.023438, 0.999542]","[-0.066650, 0.175537, 0.123535]","[[0.997070, 0.075867, -0.004517], [-0.075989, 0.997070, -0.005554], [0.004028, 0.005798, 0.999939]]",0.99707,"[8511, 8449, 8421, 8335]"
46.466354,"[0.128906, 0.527344, -0.546875]","[-0.040627, 0.009431, -0.021588]","[0.169998, 0.150000, 0.700899]","[-0.199861, 0.047688, -0.107467]","[0.005859, -0.006836, 0.076172]","[-0.003510, 0.002869, 0.038208, 0.999268]","[-0.010437, 0.017822, 0.023468, 0.999481]","[0.100830, -0.142334, -0.028564]","[[0.997070, 0.076294, -0.005981], [-0.076416, 0.997070, -0.006836], [0.005371, 0.007202, 0.999939]]",0.99707,"[8522, 8511, 8443, 8347]"
46.501511,"[0.128906, 0.539062, -0.531250]","[-0.048960, 0.011428, -0.026076]","[0.160000, 0.139999, 0.691885]","[-0.227057, 0.054608, -0.122515]","[0.007812, -0.009766, 0.076416]","[-0.005066, 0.003815, 0.038300, 0.999268]","[-0.010559, 0.018066, 0.023468, 0.999481]","[-0.220459, -0.194336, -0.005615]","[[0.997070, 0.076477, -0.007996], [-0.076599, 0.997070, -0.009888], [0.007141, 0.010376, 1.000000]]",0.99707,"[8572, 8503, 8479, 8387]"
46.534714,"[0.136719, 0.539062, -0.515625]","[-0.053533, 0.012530, -0.028546]","[0.179998, 0.160000, 0.702223]","[-0.241217, 0.058251, -0.130390]","[0.010742, -0.011230, 0.076660]","[-0.005890, 0.005249, 0.038422, 0.999237]","[-0.011230, 0.020264, 0.023499, 0.999451]","[0.025146, 0.180420, -0.006592]","[[0.997009, 0.076660, -0.010925], [-0.076904, 0.996948, -0.011414], [0.009949, 0.012146, 0.999878]]",0.997009,"[8609, 8486, 8446, 8431]"
46.567917,"[0.136719, 0.546875, -0.503906]","[-0.063525, 0.014953, -0.033958]","[0.150000, 0.139999, 0.692554]","[-0.270579, 0.065894, -0.146805]","[0.012451, -0.012207, 0.076660]","[-0.006409, 0.006042, 0.038391, 0.999237]","[-0.010620, 0.019775, 0.023499, 0.999451]","[0.159180, 0.201660, 0.047852]","[[0.997009, 0.076599, -0.012573], [-0.076843, 0.997009, -0.012390], [0.011475, 0.013245, 0.999878]]",0.997009,"[8597, 8548, 8492, 8419]"
46.60112,"[0.148438, 0.546875, -0.492188]","[-0.074690, 0.017684, -0.040027]","[0.169998, 0.139999, 0.709053]","[-0.301209, 0.073998, -0.164059]","[0.014404, -0.013672, 0.075928]","[-0.007080, 0.006989, 0.038055, 0.999237]","[-0.010559, 0.022217, 0.023529, 0.999390]","[-0.145508, -0.161377, -0.044922]","[[0.997009, 0.075928, -0.014465], [-0.076172, 0.997009, -0.013672], [0.013367, 0.014648, 0.999817]]",0.997009,"[8595, 8533, 8509, 8478]"
46.634323,"[0.156250, 0.546875, -0.476562]","[-0.080727, 0.019170, -0.043318]","[0.179998, 0.169998, 0.704771]","[-0.316951, 0.078217, -0.172979]","[0.016602, -0.015381, 0.075195]","[-0.008057, 0.008057, 0.037781, 0.999237]","[-0.011993, 0.024078, 0.023560, 0.999359]","[-0.092285, 0.072510, -0.033691]","[[0.997070, 0.075317, -0.016663], [-0.075684, 0.997070, -0.015564], [0.015442, 0.016663, 0.999756]]",0.99707,"[8655, 8566, 8525, 8487]"
46.66753,"[0.156250, 0.558594, -0.464844]","[-0.093733, 0.022395, -0.050431]","[0.160000, 0.150000, 0.674517]","[-0.349190, 0.086974, -0.191364]","[0.019043, -0.014648, 0.074463]","[-0.007721, 0.009277, 0.037384, 0.999237]","[-0.011505, 0.024323, 0.023560, 0.999359]","[0.082520, 0.178223, -0.007080]","[[0.997009, 0.074524, -0.019104], [-0.074890, 0.997070, -0.014771], [0.017883, 0.016113, 0.999695]]",0.997009,"[8641, 8605, 8538, 8480]"
46.700729,"[0.156250, 0.566406, -0.453125]","[-0.108016, 0.025970, -0.058276]","[0.169998, 0.150000, 0.680418]","[-0.382306, 0.096141, -0.210419]","[0.021484, -0.017334, 0.073242]","[-0.009064, 0.010468, 0.036835, 0.999237]","[-0.011688, 0.026154, 0.023590, 0.999298]","[-0.025879, 0.129395, 0.013916]","[[0.997070, 0.073364, -0.021545], [-0.073853, 0.997131, -0.017395], [0.020203, 0.018860, 0.999634]]",0.99707,"[8697, 8580, 8551, 8575]"
46.735886,"[0.167969, 0.578125, -0.441406]","[-0.123610, 0.029911, -0.066878]","[0.189999, 0.169998, 0.665813]","[-0.416137, 0.105698, -0.230075]","[0.024414, -0.017334, 0.072266]","[-0.009125, 0.011993, 0.036255, 0.999237]","[-0.013092, 0.028992, 0.023651, 0.999207]","[-0.037109, 0.166016, 0.037354]","[[0.997070, 0.072205, -0.024597], [-0.072693, 0.997192, -0.017395], [0.023254, 0.019104, 0.999573]]",0.99707,"[8680, 8634, 8574, 8546]"
46.769093,"[0.179688, 0.578125, -0.429688]","[-0.131905, 0.032023, -0.071470]","[0.160000, 0.150000, 0.657194]","[-0.433265, 0.110613, -0.240104]","[0.026855, -0.018555, 0.071045]","[-0.009796, 0.013092, 0.035675, 0.999237]","[-0.011871, 0.029572, 0.023621, 0.999207]","[-0.010986, 0.136230, -0.058350]","[[0.997131, 0.070984, -0.026855], [-0.071594, 0.997253, -0.018677], [0.025391, 0.020508, 0.999451]]",0.997131,"[8699, 8658, 8605, 8572]"
46.802296,"[0.179688, 0.589844, -0.417969]","[-0.149503, 0.036540, -0.081246]","[0.189999, 0.169998, 0.625916]","[-0.467843, 0.120705, -0.260514]","[0.029541, -0.019531, 0.069336]","[-0.010345, 0.014465, 0.034912, 0.999237]","[-0.013123, 0.032532, 0.023682, 0.999084]","[-0.013672, 0.078369, -0.109863]","[[0.997131, 0.069458, -0.029602], [-0.070068, 0.997314, -0.019714], [0.028137, 0.021667, 0.999329]]",0.997131,"[8718, 8659, 8589, 8587]"
46.835495,"[0.187500, 0.589844, -0.406250]","[-0.168459, 0.041458, -0.091828]","[0.160000, 0.150000, 0.588326]","[-0.502711, 0.131122, -0.281337]","[0.032227, -0.019531, 0.067871]","[-0.010376, 0.015869, 0.034180, 0.999237]","[-0.012024, 0.033112, 0.023651, 0.999084]","[0.042236, 0.041504, -0.087402]","[[0.997131, 0.067932, -0.032410], [-0.068665, 0.997437, -0.019714], [0.030945, 0.021790, 0.999268]]",0.997131,"[8689, 8686, 8619, 8595]"
46.90387,"[0.199219, 0.597656, -0.390625]","[-0.199450, 0.049611, -0.109241]","[0.169998, 0.169998, 0.547119]","[-0.555196, 0.147305, -0.313177]","[0.039062, -0.021484, 0.063721]","[-0.011444, 0.019257, 0.032196, 0.999237]","[-0.012756, 0.037628, 0.023743, 0.998901]","[0.019287, 0.117676, -0.041260]","[[0.997192, 0.063843, -0.039246], [-0.064819, 0.997681, -0.021667], [0.037659, 0.024109, 0.998962]]",0.997192,"[8734, 8705, 8594, 8632]"
46.937061,"[0.207031, 0.609375, -0.382812]","[-0.221819, 0.055582, -0.121894]","[0.150000, 0.150000, 0.526499]","[-0.590077, 0.158430, -0.334706]","[0.042480, -0.022461, 0.061768]","[-0.011902, 0.020935, 0.031189, 0.999237]","[-0.012115, 0.038971, 0.023712, 0.998871]","[-0.070801, 0.211914, -0.007812]","[[0.997192, 0.061768, -0.042603], [-0.062866, 0.997803, -0.022522], [0.041016, 0.025085, 0.998840]]",0.997192,"[8753, 8715, 8618, 8660]"
46.972214,"[0.207031, 0.609375, -0.375000]","[-0.245551, 0.061993, -0.135394]","[0.160000, 0.160000, 0.499325]","[-0.624698, 0.169797, -0.356398]","[0.046387, -0.022461, 0.059082]","[-0.011932, 0.022858, 0.029907, 0.999237]","[-0.012054, 0.041290, 0.023743, 0.998779]","[-0.122559, 0.146973, -0.041748]","[[0.997192, 0.059204, -0.046387], [-0.060303, 0.997986, -0.022522], [0.044922, 0.025208, 0.998718]]",0.997192,"[8712, 8736, 8635, 8656]"
47.005428,"[0.218750, 0.617188, -0.371094]","[-0.257915, 0.065364, -0.142459]","[0.129999, 0.150000, 0.463535]","[-0.641852, 0.175559, -0.367275]","[0.049561, -0.022461, 0.056641]","[-0.012024, 0.024536, 0.028625, 0.999237]","[-0.011658, 0.042389, 0.023743, 0.998749]","[-0.040283, 0.289551, -0.017822]","[[0.997192, 0.056580, -0.049744], [-0.057800, 0.998108, -0.022644], [0.048279, 0.025452, 0.998535]]",0.997192,"[8731, 8762, 8643, 8646]"
47.036671,"[0.218750, 0.617188, -0.363281]","[-0.283655, 0.072450, -0.157233]","[0.129999, 0.139999, 0.440586]","[-0.675796, 0.187240, -0.389077]","[0.052246, -0.022461, 0.054199]","[-0.011993, 0.025879, 0.027435, 0.999237]","[-0.010773, 0.044434, 0.023712, 0.998657]","[0.116699, -0.083740, -0.137451]","[[0.997192, 0.054138, -0.052368], [-0.055481, 0.998230, -0.022583], [0.051025, 0.025391, 0.998413]]",0.997192,"[8727, 8748, 8638, 8690]"
47.071823,"[0.226562, 0.628906, -0.359375]","[-0.310703, 0.079995, -0.172855]","[0.129999, 0.160000, 0.394085]","[-0.709114, 0.199099, -0.410870]","[0.055420, -0.022217, 0.051270]","[-0.011810, 0.027435, 0.026031, 0.999207]","[-0.011932, 0.047028, 0.023773, 0.998535]","[0.188477, -0.025146, -0.131592]","[[0.997070, 0.051331, -0.055481], [-0.052673, 0.998291, -0.022217], [0.054138, 0.025024, 0.998169]]",0.99707,"[8719, 8783, 8636, 8687]"
47.105026,"[0.226562, 0.628906, -0.355469]","[-0.339048, 0.088008, -0.189333]","[0.089998, 0.119999, 0.369646]","[-0.741696, 0.211120, -0.432605]","[0.059082, -0.022705, 0.048340]","[-0.012054, 0.029266, 0.024597, 0.999207]","[-0.009369, 0.047089, 0.023651, 0.998566]","[0.023438, -0.053467, -0.149658]","[[0.997070, 0.048401, -0.059082], [-0.049866, 0.998535, -0.022705], [0.057861, 0.025513, 0.997986]]",0.99707,"[8711, 8769, 8644, 8676]"
47.138229,"[0.226562, 0.636719, -0.351562]","[-0.353684, 0.092189, -0.197885]","[0.109999, 0.150000, 0.331461]","[-0.757658, 0.217180, -0.443424]","[0.063232, -0.022217, 0.045410]","[-0.011902, 0.031342, 0.023102, 0.999146]","[-0.010742, 0.050293, 0.023743, 0.998383]","[-0.094971, -0.015137, -0.089111]","[[0.996826, 0.045349, -0.063232], [-0.046936, 0.998535, -0.022400], [0.062012, 0.025208, 0.997620]]",0.996826,"[8694, 8771, 8634, 8697]"
47.173386,"[0.226562, 0.636719, -0.355469]","[-0.383893, 0.100910, -0.215627]","[0.070000, 0.129999, 0.270546]","[-0.788889, 0.229396, -0.464952]","[0.066650, -0.021240, 0.042236]","[-0.011353, 0.033081, 0.021576, 0.999176]","[-0.009277, 0.050842, 0.023682, 0.998352]","[0.098633, -0.014160, -0.123047]","[[0.996948, 0.042297, -0.066650], [-0.043884, 0.998840, -0.021301], [0.065552, 0.024109, 0.997620]]",0.996948,"[8692, 8782, 8642, 8679]"
47.206612,"[0.226562, 0.636719, -0.355469]","[-0.415309, 0.110113, -0.234210]","[0.049999, 0.119999, 0.230007]","[-0.819096, 0.241720, -0.486283]","[0.070068, -0.020752, 0.039307]","[-0.011108, 0.034851, 0.020081, 0.999146]","[-0.008270, 0.052307, 0.023651, 0.998291]","[-0.124756, 0.024414, -0.052490]","[[0.996826, 0.039307, -0.070129], [-0.040894, 0.998962, -0.020874], [0.069153, 0.023560, 0.997375]]",0.996826,"[8695, 8794, 8629, 8691]"
47.239796,"[0.226562, 0.648438, -0.355469]","[-0.431447, 0.114894, -0.243809]","[0.059999, 0.150000, 0.196306]","[-0.833770, 0.247912, -0.496850]","[0.073242, -0.020264, 0.036865]","[-0.010834, 0.036469, 0.018890, 0.999115]","[-0.009644, 0.055267, 0.023712, 0.998138]","[0.060791, 0.264404, -0.034912]","[[0.996643, 0.036926, -0.073242], [-0.038513, 0.999084, -0.020325], [0.072388, 0.023010, 0.997131]]",0.996643,"[8693, 8767, 8610, 8674]"
47.272999,"[0.238281, 0.648438, -0.355469]","[-0.464573, 0.124820, -0.263625]","[0.009998, 0.119999, 0.158415]","[-0.862229, 0.260352, -0.517777]","[0.075684, -0.017822, 0.034424]","[-0.009644, 0.037720, 0.017578, 0.999084]","[-0.007690, 0.055939, 0.023621, 0.998108]","[0.052734, 0.115967, -0.107178]","[[0.996521, 0.034363, -0.075684], [-0.035828, 0.999146, -0.018005], [0.074951, 0.020569, 0.996948]]",0.996521,"[8693, 8798, 8619, 8644]"
47.306198,"[0.238281, 0.656250, -0.355469]","[-0.498789, 0.135234, -0.284254]","[0.019999, 0.139999, 0.130653]","[-0.889412, 0.272847, -0.538384]","[0.078125, -0.018555, 0.032227]","[-0.010010, 0.038971, 0.016571, 0.999054]","[-0.008362, 0.058746, 0.023682, 0.997925]","[0.030029, 0.185791, -0.007812]","[[0.996399, 0.032288, -0.078186], [-0.033875, 0.999207, -0.018738], [0.077454, 0.021301, 0.996704]]",0.996399,"[8702, 8782, 8602, 8672]"
47.341354,"[0.238281, 0.656250, -0.359375]","[-0.534041, 0.146137, -0.305682]","[-0.009998, 0.109999, 0.082083]","[-0.915232, 0.285377, -0.558620]","[0.081543, -0.017822, 0.030518]","[-0.009613, 0.040649, 0.015686, 0.999023]","[-0.006256, 0.060181, 0.023560, 0.997864]","[0.025146, 0.169678, -0.047607]","[[0.996277, 0.030518, -0.081482], [-0.032104, 0.999390, -0.018005], [0.080872, 0.020447, 0.996582]]",0.996277,"[8700, 8797, 8589, 8644]"
47.374573,"[0.238281, 0.667969, -0.363281]","[-0.552038, 0.151772, -0.316690]","[-0.019999, 0.119999, 0.049091]","[-0.927607, 0.291649, -0.568587]","[0.083740, -0.016602, 0.029297]","[-0.008942, 0.041809, 0.015076, 0.998993]","[-0.006683, 0.062378, 0.023590, 0.997742]","[0.012451, 0.079834, 0.013916]","[[0.996094, 0.029297, -0.083801], [-0.030884, 0.999451, -0.016663], [0.083191, 0.019104, 0.996399]]",0.996094,"[8701, 8800, 8609, 8619]"
47.407761,"[0.238281, 0.667969, -0.363281]","[-0.588742, 0.163410, -0.339287]","[-0.049999, 0.139999, 0.041512]","[-0.951229, 0.304194, -0.588192]","[0.085205, -0.014404, 0.028076]","[-0.007874, 0.042572, 0.014435, 0.998962]","[-0.006775, 0.063477, 0.023590, 0.997650]","[0.110352, 0.102051, -0.041748]","[[0.995972, 0.028137, -0.085266], [-0.029480, 0.999451, -0.014526], [0.084778, 0.016968, 0.996216]]",0.995972,"[8723, 8821, 8594, 8599]"
47.440964,"[0.238281, 0.679688, -0.367188]","[-0.626336, 0.175538, -0.362638]","[-0.059999, 0.119999, 0.004639]","[-0.973286, 0.316723, -0.607317]","[0.088379, -0.012939, 0.027588]","[-0.007172, 0.044189, 0.014160, 0.998901]","[-0.005890, 0.065765, 0.023529, 0.997528]","[0.027832, 0.161133, -0.040771]","[[0.995667, 0.027588, -0.088501], [-0.028931, 0.999451, -0.013123], [0.088013, 0.015564, 0.995972]]",0.995667,"[8676, 8814, 8602, 8592]"
47.47612,"[0.238281, 0.679688, -0.375000]","[-0.664755, 0.188152, -0.386724]","[-0.109999, 0.129999, -0.046061]","[-0.993700, 0.329212, -0.625920]","[0.092285, -0.011719, 0.026855]","[-0.006500, 0.046051, 0.013824, 0.998840]","[-0.005493, 0.066376, 0.023499, 0.997498]","[0.052734, 0.254150, -0.039551]","[[0.995422, 0.026978, -0.092163], [-0.028198, 0.999573, -0.011780], [0.091797, 0.014221, 0.995728]]",0.995422,"[8692, 8799, 8585, 8611]"
47.509335,"[0.226562, 0.687500, -0.382812]","[-0.684257, 0.194643, -0.399038]","[-0.109999, 0.119999, -0.091028]","[-1.003267, 0.335436, -0.635013]","[0.094727, -0.010986, 0.026855]","[-0.006195, 0.047363, 0.013733, 0.998779]","[-0.004608, 0.068420, 0.023438, 0.997345]","[0.086426, 0.167480, 0.005127]","[[0.995178, 0.026794, -0.094788], [-0.028015, 0.999573, -0.011108], [0.094421, 0.013672, 0.995483]]",0.995178,"[8693, 8793, 8592, 8614]"
47.542526,"[0.226562, 0.687500, -0.386719]","[-0.723801, 0.207989, -0.424192]","[-0.119999, 0.129999, -0.119789]","[-1.021079, 0.347831, -0.652756]","[0.096924, -0.008545, 0.026855]","[-0.004944, 0.048401, 0.013641, 0.998718]","[-0.004303, 0.070740, 0.023438, 0.997192]","[0.321533, -0.022217, -0.015137]","[[0.994873, 0.026733, -0.096802], [-0.027710, 0.999512, -0.008606], [0.096436, 0.011169, 0.995239]]",0.994873,"[8693, 8805, 8573, 8562]"
47.575729,"[0.218750, 0.699219, -0.390625]","[-0.764013, 0.221819, -0.450031]","[-0.179998, 0.150000, -0.149492]","[-1.037057, 0.360134, -0.669874]","[0.098877, -0.008301, 0.026855]","[-0.004822, 0.049438, 0.013672, 0.998657]","[-0.005157, 0.070129, 0.023499, 0.997223]","[-0.066162, -0.178711, -0.010986]","[[0.994629, 0.026794, -0.098877], [-0.027771, 0.999512, -0.008301], [0.098511, 0.010986, 0.994995]]",0.994629,"[8702, 8783, 8571, 8575]"
47.608932,"[0.207031, 0.699219, -0.398438]","[-0.784333, 0.228910, -0.463191]","[-0.179998, 0.129999, -0.170877]","[-1.044334, 0.366240, -0.678176]","[0.102051, -0.007324, 0.027588]","[-0.004395, 0.050995, 0.014038, 0.998596]","[-0.003174, 0.072418, 0.023346, 0.997070]","[-0.019531, 0.070068, 0.017578]","[[0.994385, 0.027527, -0.101990], [-0.028503, 0.999573, -0.007385], [0.101624, 0.010193, 0.994751]]",0.994385,"[8695, 8788, 8580, 8562]"
47.642136,"[0.199219, 0.707031, -0.406250]","[-0.825389, 0.243453, -0.489999]","[-0.209999, 0.119999, -0.211090]","[-1.057431, 0.378357, -0.694261]","[0.103271, -0.006104, 0.028809]","[-0.003845, 0.051575, 0.014587, 0.998566]","[-0.002289, 0.073486, 0.023285, 0.997009]","[0.018311, 0.080078, 0.011963]","[[0.994263, 0.028687, -0.103088], [-0.029541, 0.999573, -0.006226], [0.102844, 0.009155, 0.994629]]",0.994263,"[8722, 8794, 8542, 8535]"
47.675339,"[0.199219, 0.718750, -0.410156]","[-0.866928, 0.258470, -0.517426]","[-0.279999, 0.160000, -0.228928]","[-1.068503, 0.390322, -0.709599]","[0.104248, -0.005615, 0.030273]","[-0.003601, 0.052063, 0.015411, 0.998535]","[-0.003998, 0.073029, 0.023407, 0.997040]","[0.046875, 0.098877, 0.123047]","[[0.994141, 0.030334, -0.104065], [-0.031189, 0.999512, -0.005615], [0.103821, 0.008789, 0.994568]]",0.994141,"[8744, 8777, 8535, 8521]"
47.710499,"[0.187500, 0.718750, -0.421875]","[-0.908840, 0.273946, -0.545429]","[-0.230000, 0.129999, -0.274868]","[-1.077495, 0.402105, -0.724154]","[0.105225, -0.002197, 0.032471]","[-0.002045, 0.052643, 0.016357, 0.998474]","[-0.001465, 0.077728, 0.023193, 0.996674]","[-0.065674, -0.038330, 0.069824]","[[0.993896, 0.032410, -0.105225], [-0.032898, 0.999390, -0.002380], [0.104980, 0.005798, 0.994385]]",0.993896,"[8674, 8793, 8592, 8468]"
47.743698,"[0.179688, 0.726562, -0.429688]","[-0.929922, 0.281855, -0.559639]","[-0.309999, 0.169998, -0.288969]","[-1.081170, 0.407919, -0.731110]","[0.106201, -0.000977, 0.034424]","[-0.001465, 0.053131, 0.017334, 0.998444]","[-0.002716, 0.076416, 0.023315, 0.996796]","[-0.086426, 0.189209, 0.106934]","[[0.993774, 0.034424, -0.106140], [-0.034790, 0.999390, -0.001099], [0.106018, 0.004761, 0.994324]]",0.993774,"[8777, 8798, 8538, 8448]"
