t,p,p_d,v,v_d,Angles,q,q_sp,w,R,T_sp,rpm
32.662712,"[0.066406, 0.078125, -1.085938]","[-0.000000, 0.000000, 0.000000]","[-0.009998, 0.009998, -0.012917]","[-0.000000, 0.000001, 0.000001]","[0.008789, -0.018066, 0.030273]","[-0.009094, 0.004333, 0.015289, 0.999847]","[-0.000702, 0.000366, 0.014740, 0.999878]","[-0.056641, -0.333740, -0.015869]","[[0.999512, 0.030396, -0.008911], [-0.030640, 0.999390, -0.018066], [0.008301, 0.018311, 0.999817]]",0,"[8020, 7877, 7873, 7971]"
32.668568,"[0.066406, 0.089844, -1.085938]","[-0.000000, 0.000000, 0.000000]","[0.000000, 0.019999, -0.008175]","[-0.000000, 0.000001, 0.000001]","[0.008301, -0.018555, 0.030518]","[-0.009369, 0.004089, 0.015381, 0.999847]","[-0.001923, 0.000854, 0.014771, 0.999878]","[-0.308105, -0.074463, 0.014893]","[[0.999512, 0.030579, -0.008423], [-0.030823, 0.999390, -0.018616], [0.007812, 0.018860, 0.999817]]",0,"[8004, 7854, 7876, 7958]"
32.701771,"[0.066406, 0.089844, -1.085938]","[-0.000000, 0.000000, 0.000000]","[-0.009998, 0.000000, -0.014828]","[-0.000008, 0.000021, 0.000015]","[0.000488, -0.024414, 0.031982]","[-0.012238, 0.000061, 0.016052, 0.999817]","[-0.000824, 0.000000, 0.014740, 0.999878]","[-0.055420, -0.573730, -0.013184]","[[0.999512, 0.031982, -0.000488], [-0.032104, 0.999268, -0.024475], [-0.000366, 0.024475, 0.999756]]",0,"[8179, 7855, 7746, 7919]"
32.734993,"[0.066406, 0.089844, -1.089844]","[-0.000001, 0.000002, 0.000001]","[-0.009998, 0.009998, -0.092863]","[-0.000033, 0.000084, 0.000059]","[-0.005371, -0.027344, 0.033447]","[-0.013641, -0.002991, 0.016785, 0.999786]","[-0.001312, 0.000000, 0.014740, 0.999878]","[-0.149170, 0.249268, 0.098877]","[[0.999512, 0.033569, 0.005493], [-0.033447, 0.999146, -0.027405], [-0.006470, 0.027161, 0.999695]]",0,"[8211, 7891, 7669, 7904]"
32.768177,"[0.066406, 0.089844, -1.089844]","[-0.000002, 0.000006, 0.000004]","[0.019999, 0.029999, -0.050241]","[-0.000090, 0.000230, 0.000162]","[-0.010010, -0.030273, 0.035156]","[-0.015015, -0.005310, 0.017609, 0.999725]","[-0.002289, 0.001495, 0.014771, 0.999878]","[-0.266602, 0.324219, 0.027588]","[[0.999329, 0.035278, 0.010071], [-0.035034, 0.998901, -0.030273], [-0.011169, 0.029785, 0.999512]]",0,"[8165, 7900, 7665, 7839]"
32.811146,"[0.066406, 0.089844, -1.089844]","[-0.000011, 0.000029, 0.000020]","[-0.009998, 0.000000, -0.125341]","[-0.000307, 0.000791, 0.000557]","[-0.012451, -0.033691, 0.038574]","[-0.016754, -0.006622, 0.019318, 0.999634]","[-0.000824, 0.000000, 0.014740, 0.999878]","[0.089600, 0.171143, 0.091309]","[[0.999084, 0.038757, 0.012573], [-0.038391, 0.998596, -0.033813], [-0.013916, 0.033203, 0.999268]]",0,"[8137, 7831, 7679, 7886]"
32.836555,"[0.066406, 0.089844, -1.089844]","[-0.000019, 0.000048, 0.000034]","[0.009998, 0.009998, -0.144922]","[-0.000455, 0.001174, 0.000826]","[-0.013916, -0.035156, 0.040283]","[-0.017426, -0.007385, 0.020111, 0.999603]","[-0.001312, 0.000977, 0.014771, 0.999878]","[-0.249756, 0.090088, 0.072754]","[[0.998962, 0.040405, 0.014038], [-0.039917, 0.998474, -0.035156], [-0.015503, 0.034546, 0.999207]]",0,"[8070, 7797, 7663, 7838]"
32.869743,"[0.066406, 0.089844, -1.093750]","[-0.000044, 0.000114, 0.000080]","[0.029999, 0.000000, -0.095274]","[-0.000893, 0.002310, 0.001623]","[-0.017090, -0.036621, 0.042725]","[-0.018158, -0.008972, 0.021240, 0.999542]","[-0.000824, 0.001831, 0.014771, 0.999878]","[0.089111, -0.216064, 0.065918]","[[0.998779, 0.042725, 0.017151], [-0.042114, 0.998291, -0.036743], [-0.018738, 0.035889, 0.999023]]",0,"[8107, 7808, 7637, 7846]"
32.902943,"[0.078125, 0.089844, -1.093750]","[-0.000077, 0.000199, 0.000140]","[0.019999, 0.000000, -0.093584]","[-0.001370, 0.003554, 0.002494]","[-0.017578, -0.035889, 0.044922]","[-0.017731, -0.009216, 0.022430, 0.999542]","[-0.000793, 0.002197, 0.014771, 0.999878]","[0.072510, 0.058350, 0.107422]","[[0.998779, 0.045105, 0.017578], [-0.044495, 0.998291, -0.035889], [-0.019287, 0.035034, 0.999146]]",0,"[8099, 7815, 7675, 7860]"
32.969368,"[0.078125, 0.089844, -1.089844]","[-0.000225, 0.000584, 0.000410]","[0.049999, 0.000000, -0.073124]","[-0.003114, 0.008124, 0.005686]","[-0.019043, -0.037109, 0.049561]","[-0.018311, -0.010071, 0.024658, 0.999481]","[-0.000793, 0.003662, 0.014771, 0.999878]","[0.078369, -0.364502, 0.055664]","[[0.998535, 0.049622, 0.019226], [-0.048889, 0.998108, -0.037170], [-0.021057, 0.036072, 0.999084]]",0,"[8127, 7805, 7688, 7851]"
