t,p,p_d,v,v_d,Angles,q,q_sp,w,R,T_sp,rpm
35.414867,"[0.078125, 0.136719, -1.246094]","[-0.000000, 0.000000, 0.000000]","[0.029999, 0.009998, 0.113102]","[-0.000001, 0.000000, 0.000001]","[0.003174, -0.016602, 0.060791]","[-0.008331, 0.001434, 0.030457, 0.999512]","[0.000336, -0.000244, 0.029755, 0.999542]","[0.073486, -0.293457, -0.051758]","[[0.998169, 0.060791, -0.003357], [-0.060913, 0.998047, -0.016602], [0.002258, 0.016724, 0.999878]]",0,"[8130, 7900, 7878, 7989]"
35.420719,"[0.078125, 0.136719, -1.246094]","[-0.000000, 0.000000, 0.000000]","[0.039999, 0.019999, 0.106462]","[-0.000001, 0.000000, 0.000001]","[0.001709, -0.016602, 0.061279]","[-0.008392, 0.000671, 0.030731, 0.999512]","[-0.000092, 0.000244, 0.029755, 0.999542]","[0.132080, -0.514648, -0.026855]","[[0.998169, 0.061340, -0.001831], [-0.061462, 0.998047, -0.016785], [0.000732, 0.016785, 0.999878]]",0,"[8146, 7950, 7904, 7989]"
35.453926,"[0.078125, 0.136719, -1.246094]","[-0.000001, 0.000000, 0.000000]","[0.019999, 0.009998, 0.076752]","[-0.000039, 0.000006, 0.000014]","[-0.010498, -0.016113, 0.063232]","[-0.007874, -0.005554, 0.031647, 0.999451]","[-0.000732, -0.000580, 0.029755, 0.999542]","[-0.115234, -0.167725, 0.090576]","[[0.997925, 0.063293, 0.010559], [-0.063171, 0.997864, -0.016113], [-0.011658, 0.015381, 0.999756]]",0,"[8278, 8138, 7819, 7801]"
35.487125,"[0.078125, 0.136719, -1.246094]","[-0.000003, 0.000000, 0.000001]","[0.029999, 0.019999, 0.049120]","[-0.000156, 0.000023, 0.000057]","[-0.021484, -0.019287, 0.065918]","[-0.009369, -0.011108, 0.032898, 0.999329]","[-0.001099, -0.000183, 0.029755, 0.999542]","[-0.171143, -0.365234, 0.100586]","[[0.997437, 0.065918, 0.021545], [-0.065552, 0.997559, -0.019470], [-0.022888, 0.018005, 0.999451]]",0,"[8335, 8109, 7692, 7792]"
35.52034,"[0.089844, 0.136719, -1.242188]","[-0.000011, 0.000002, 0.000004]","[0.049999, 0.029999, 0.021721]","[-0.000432, 0.000063, 0.000158]","[-0.028809, -0.020996, 0.068848]","[-0.009979, -0.014771, 0.034393, 0.999237]","[-0.001526, 0.001495, 0.029755, 0.999542]","[0.106445, -0.103516, 0.138916]","[[0.997131, 0.068970, 0.028809], [-0.068481, 0.997375, -0.020996], [-0.030273, 0.018921, 0.999268]]",0,"[8327, 8059, 7677, 7765]"
35.553532,"[0.089844, 0.136719, -1.242188]","[-0.000041, 0.000006, 0.000015]","[0.039999, 0.009998, 0.034466]","[-0.001206, 0.000175, 0.000443]","[-0.033203, -0.021973, 0.072021]","[-0.010406, -0.017059, 0.035889, 0.999146]","[-0.000549, 0.001221, 0.029755, 0.999542]","[-0.114014, -0.238525, 0.004639]","[[0.996765, 0.071960, 0.033325], [-0.071350, 0.997131, -0.022095], [-0.034912, 0.019531, 0.999146]]",0,"[8235, 8033, 7703, 7745]"
35.586735,"[0.089844, 0.136719, -1.242188]","[-0.000091, 0.000013, 0.000033]","[0.070000, 0.019999, 0.000690]","[-0.002231, 0.000323, 0.000821]","[-0.037842, -0.023926, 0.075439]","[-0.011261, -0.019409, 0.037537, 0.999023]","[-0.001007, 0.002838, 0.029755, 0.999542]","[-0.038818, -0.083252, 0.121338]","[[0.996338, 0.075378, 0.037964], [-0.074524, 0.996826, -0.023987], [-0.039673, 0.021057, 0.998901]]",0,"[8272, 7993, 7682, 7748]"
35.621891,"[0.089844, 0.136719, -1.238281]","[-0.000217, 0.000031, 0.000080]","[0.080000, 0.009998, 0.001621]","[-0.004412, 0.000634, 0.001627]","[-0.041504, -0.024902, 0.079102]","[-0.011597, -0.021271, 0.039337, 0.998932]","[-0.000488, 0.003174, 0.029755, 0.999542]","[0.059082, -0.297363, 0.012451]","[[0.995972, 0.079041, 0.041626], [-0.078064, 0.996582, -0.024902], [-0.043457, 0.021484, 0.998779]]",0,"[8226, 7964, 7653, 7723]"
35.65509,"[0.097656, 0.136719, -1.242188]","[-0.000380, 0.000055, 0.000140]","[0.080000, 0.019999, -0.038076]","[-0.006821, 0.000975, 0.002519]","[-0.043457, -0.024902, 0.082520]","[-0.011627, -0.022308, 0.041016, 0.998840]","[-0.000977, 0.003693, 0.029755, 0.999542]","[0.017578, 0.218994, 0.065430]","[[0.995605, 0.082397, 0.043640], [-0.081421, 0.996338, -0.025085], [-0.045593, 0.021423, 0.998718]]",0,"[8221, 7931, 7654, 7695]"
35.686344,"[0.089844, 0.148438, -1.242188]","[-0.000624, 0.000090, 0.000230]","[0.119999, 0.019999, -0.040039]","[-0.010029, 0.001427, 0.003710]","[-0.044189, -0.024902, 0.085693]","[-0.011505, -0.022614, 0.042664, 0.998749]","[-0.001648, 0.005280, 0.029785, 0.999512]","[-0.032959, 0.263184, 0.112305]","[[0.995239, 0.085693, 0.044189], [-0.084717, 0.995972, -0.024963], [-0.046265, 0.021057, 0.998596]]",0,"[8173, 7907, 7654, 7672]"
