t,p,p_d,v,v_d,Angles,q,q_sp,w,R,T_sp,rpm
41.858833,"[0.089844, 0.187500, -1.281250]","[0.000000, 0.000000, -0.000000]","[-0.019999, 0.029999, 0.135242]","[0.000000, 0.000001, -0.000000]","[0.003662, -0.027100, 0.128418]","[-0.013641, 0.001038, 0.064331, 0.997833]","[-0.001587, 0.000000, 0.063049, 0.997986]","[0.168213, -0.002930, 0.100098]","[[0.991699, 0.128296, -0.003784], [-0.128418, 0.991333, -0.027161], [0.000244, 0.027405, 0.999573]]",0,"[8195, 7903, 7950, 7985]"
41.95454,"[0.089844, 0.187500, -1.281250]","[0.000001, 0.000008, -0.000000]","[-0.009998, 0.019999, 0.035208]","[0.000028, 0.000330, -0.000016]","[-0.024902, -0.022461, 0.142090]","[-0.010345, -0.013336, 0.070953, 0.997345]","[-0.001129, -0.000519, 0.063049, 0.997986]","[0.125732, -0.098633, 0.241211]","[[0.989563, 0.141724, 0.025085], [-0.141235, 0.989685, -0.022644], [-0.028137, 0.018738, 0.999390]]",0,"[8338, 8162, 7822, 7752]"
41.956493,"[0.089844, 0.187500, -1.285156]","[0.000001, 0.000012, -0.000001]","[-0.009998, 0.029999, 0.033163]","[0.000039, 0.000449, -0.000022]","[-0.025391, -0.022461, 0.142334]","[-0.010315, -0.013489, 0.071014, 0.997345]","[-0.001617, -0.000488, 0.063049, 0.997986]","[0.022461, -0.178467, 0.151367]","[[0.989563, 0.141846, 0.025391], [-0.141357, 0.989685, -0.022583], [-0.028442, 0.018677, 0.999451]]",0,"[8305, 8147, 7818, 7771]"
41.962349,"[0.089844, 0.187500, -1.285156]","[0.000001, 0.000012, -0.000001]","[0.000000, 0.029999, 0.023113]","[0.000039, 0.000449, -0.000022]","[-0.026123, -0.022461, 0.143066]","[-0.010284, -0.013947, 0.071411, 0.997314]","[-0.001587, 0.000000, 0.063049, 0.997986]","[0.041504, -0.062988, 0.245850]","[[0.989441, 0.142639, 0.026306], [-0.142151, 0.989624, -0.022583], [-0.029358, 0.018555, 0.999451]]",0,"[8281, 8142, 7823, 7755]"
42.106895,"[0.089844, 0.199219, -1.292969]","[0.000040, 0.000468, -0.000023]","[0.019999, 0.049999, -0.063913]","[0.000694, 0.008069, -0.000408]","[-0.041504, -0.022461, 0.167969]","[-0.009460, -0.021698, 0.083679, 0.996216]","[-0.003235, 0.001038, 0.063049, 0.997986]","[-0.311523, 0.020752, 0.196045]","[[0.984985, 0.167053, 0.041687], [-0.166321, 0.985779, -0.022522], [-0.044861, 0.015198, 0.998840]]",0,"[8220, 7934, 7737, 7610]"
42.108833,"[0.089844, 0.199219, -1.300781]","[0.000040, 0.000468, -0.000023]","[0.059999, 0.059999, -0.132830]","[0.000694, 0.008069, -0.000408]","[-0.042480, -0.022217, 0.167969]","[-0.009338, -0.022095, 0.083710, 0.996216]","[-0.003571, 0.003021, 0.063049, 0.997986]","[0.113525, -0.389160, 0.147949]","[[0.984985, 0.167114, 0.042480], [-0.166382, 0.985779, -0.022339], [-0.045654, 0.014893, 0.998840]]",0,"[8179, 7962, 7758, 7620]"
42.130322,"[0.097656, 0.207031, -1.300781]","[0.000056, 0.000647, -0.000033]","[0.070000, 0.059999, -0.175632]","[0.000893, 0.010375, -0.000526]","[-0.043457, -0.022217, 0.171387]","[-0.009216, -0.022583, 0.085388, 0.996063]","[-0.004028, 0.003906, 0.063080, 0.997986]","[-0.406250, 0.045654, 0.187988]","[[0.984375, 0.170410, 0.043457], [-0.169678, 0.985229, -0.022278], [-0.046631, 0.014465, 0.998779]]",0,"[8161, 7944, 7722, 7552]"
42.278759,"[0.097656, 0.207031, -1.324219]","[0.000402, 0.004656, -0.000239]","[0.089998, 0.059999, -0.204973]","[0.004052, 0.046872, -0.002429]","[-0.044922, -0.024414, 0.197266]","[-0.009979, -0.023651, 0.098236, 0.994843]","[-0.003815, 0.005005, 0.063080, 0.997986]","[0.284668, -0.285156, -0.004395]","[[0.979553, 0.195862, 0.045105], [-0.195007, 0.980469, -0.024597], [-0.049133, 0.015198, 0.998657]]",0,"[8096, 7719, 7643, 7486]"
42.280712,"[0.109375, 0.207031, -1.328125]","[0.000402, 0.004656, -0.000239]","[0.099998, 0.059999, -0.247902]","[0.004052, 0.046872, -0.002429]","[-0.043701, -0.024658, 0.197266]","[-0.010162, -0.022949, 0.098267, 0.994843]","[-0.003754, 0.006226, 0.063080, 0.997955]","[-0.143799, 0.643555, 0.129395]","[[0.979553, 0.195923, 0.043701], [-0.195068, 0.980408, -0.024780], [-0.047729, 0.015747, 0.998657]]",0,"[8115, 7719, 7645, 7490]"
42.282658,"[0.109375, 0.218750, -1.332031]","[0.000402, 0.004656, -0.000239]","[0.160000, 0.099998, -0.233578]","[0.004052, 0.046872, -0.002429]","[-0.042969, -0.025146, 0.197754]","[-0.010437, -0.022675, 0.098450, 0.994843]","[-0.006104, 0.009430, 0.063110, 0.997925]","[-0.241211, 0.260498, 0.196533]","[[0.979553, 0.196289, 0.043091], [-0.195435, 0.980347, -0.025330], [-0.047241, 0.016296, 0.998718]]",0,"[8081, 7703, 7650, 7483]"
