t,p,p_d,v,v_d,Angles,q,q_sp,w,R,T_sp,rpm
42.600071,"[0.117188, 0.187500, -1.117188]","[-0.000000, 0.000000, 0.000000]","[-0.019999, 0.000000, 0.069901]","[-0.000001, 0.000000, 0.000000]","[0.010986, -0.021973, 0.036865]","[-0.011139, 0.005371, 0.018585, 0.999756]","[0.000000, -0.000214, 0.017792, 0.999817]","[0.010254, -0.369385, -0.016602]","[[0.999268, 0.036987, -0.011108], [-0.037231, 0.999023, -0.022095], [0.010254, 0.022461, 0.999695]]",0,"[8038, 7872, 7872, 8011]"
42.615696,"[0.117188, 0.187500, -1.113281]","[-0.000000, 0.000000, 0.000000]","[0.000000, 0.000000, 0.079500]","[-0.000003, 0.000001, 0.000002]","[0.007568, -0.022461, 0.037598]","[-0.011353, 0.003662, 0.018921, 0.999756]","[0.000000, 0.000702, 0.017792, 0.999817]","[0.049561, -0.471436, -0.020752]","[[0.999268, 0.037659, -0.007751], [-0.037903, 0.999023, -0.022583], [0.006775, 0.022827, 0.999695]]",0,"[8101, 7899, 7841, 7997]"
42.648903,"[0.117188, 0.187500, -1.113281]","[-0.000001, 0.000000, 0.000000]","[-0.009998, -0.009998, 0.045933]","[-0.000046, 0.000010, 0.000024]","[-0.000732, -0.022217, 0.039551]","[-0.011078, -0.000702, 0.019806, 0.999756]","[0.000366, 0.000336, 0.017792, 0.999817]","[0.013916, -0.172852, 0.082764]","[[0.999268, 0.039551, 0.000916], [-0.039551, 0.999023, -0.022217], [-0.001892, 0.022095, 0.999756]]",0,"[8170, 8007, 7763, 7875]"
42.684055,"[0.117188, 0.179688, -1.109375]","[-0.000003, 0.000001, 0.000002]","[0.009998, 0.000000, 0.065279]","[-0.000159, 0.000034, 0.000082]","[-0.007080, -0.023193, 0.041748]","[-0.011566, -0.003784, 0.020874, 0.999695]","[0.000366, 0.001190, 0.017792, 0.999817]","[0.056152, -0.261230, 0.007324]","[[0.999023, 0.041748, 0.007080], [-0.041626, 0.998779, -0.023315], [-0.008057, 0.022949, 0.999634]]",0,"[8198, 7994, 7738, 7899]"
42.785618,"[0.117188, 0.179688, -1.109375]","[-0.000099, 0.000022, 0.000051]","[0.029999, 0.000000, 0.043642]","[-0.002205, 0.000481, 0.001141]","[-0.015137, -0.024170, 0.048828]","[-0.011871, -0.007874, 0.024384, 0.999603]","[0.000397, 0.002167, 0.017792, 0.999817]","[-0.095947, 0.008789, 0.145508]","[[0.998657, 0.048889, 0.015137], [-0.048523, 0.998535, -0.024170], [-0.016357, 0.023315, 0.999573]]",0,"[8147, 7923, 7797, 7861]"
42.852032,"[0.128906, 0.179688, -1.105469]","[-0.000311, 0.000068, 0.000161]","[0.029999, -0.009998, 0.035990]","[-0.005352, 0.001175, 0.002778]","[-0.018555, -0.024658, 0.052979]","[-0.012085, -0.009705, 0.026520, 0.999512]","[0.000885, 0.002899, 0.017792, 0.999817]","[0.043213, 0.203613, 0.073730]","[[0.998291, 0.053162, 0.018738], [-0.052795, 0.998230, -0.024719], [-0.020081, 0.023621, 0.999451]]",0,"[8161, 7908, 7816, 7872]"
42.885227,"[0.128906, 0.179688, -1.105469]","[-0.000581, 0.000127, 0.000302]","[0.049999, 0.000000, 0.034634]","[-0.008664, 0.001911, 0.004505]","[-0.019287, -0.025391, 0.055420]","[-0.012451, -0.010040, 0.027710, 0.999481]","[0.000427, 0.003876, 0.017792, 0.999817]","[-0.133057, -0.050537, 0.130615]","[[0.998230, 0.055603, 0.019348], [-0.055115, 0.998108, -0.025513], [-0.020813, 0.024292, 0.999451]]",0,"[8139, 7902, 7799, 7894]"
42.91843,"[0.128906, 0.179688, -1.105469]","[-0.000881, 0.000194, 0.000458]","[0.059999, -0.009998, 0.023653]","[-0.011918, 0.002638, 0.006206]","[-0.020508, -0.025146, 0.057617]","[-0.012268, -0.010651, 0.028717, 0.999451]","[0.000916, 0.004364, 0.017792, 0.999817]","[0.141113, -0.233154, -0.002686]","[[0.998047, 0.057617, 0.020569], [-0.057129, 0.997986, -0.025208], [-0.022034, 0.023865, 0.999451]]",0,"[8177, 7941, 7808, 7875]"
42.953587,"[0.128906, 0.179688, -1.105469]","[-0.001450, 0.000320, 0.000754]","[0.080000, 0.000000, 0.034794]","[-0.017420, 0.003874, 0.009090]","[-0.019043, -0.026367, 0.060059]","[-0.012878, -0.009949, 0.030029, 0.999420]","[0.000458, 0.005463, 0.017792, 0.999817]","[-0.131104, 0.001953, 0.137451]","[[0.997986, 0.060242, 0.019104], [-0.059753, 0.997864, -0.026367], [-0.020691, 0.025146, 0.999451]]",0,"[8162, 7908, 7810, 7900]"
42.986805,"[0.136719, 0.179688, -1.105469]","[-0.002032, 0.000450, 0.001058]","[0.070000, 0.000000, 0.037319]","[-0.022508, 0.005025, 0.011763]","[-0.019531, -0.026367, 0.062500]","[-0.012878, -0.010223, 0.031189, 0.999359]","[0.000458, 0.005463, 0.017792, 0.999817]","[0.078857, -0.341064, -0.006348]","[[0.997742, 0.062561, 0.019592], [-0.062073, 0.997620, -0.026428], [-0.021301, 0.025085, 0.999329]]",0,"[8150, 7921, 7822, 7888]"
43.019993,"[0.136719, 0.179688, -1.101562]","[-0.003066, 0.000681, 0.001599]","[0.099998, -0.009998, 0.049950]","[-0.030684, 0.006885, 0.016071]","[-0.017334, -0.026367, 0.064697]","[-0.012939, -0.009094, 0.032288, 0.999329]","[0.000977, 0.007050, 0.017792, 0.999786]","[0.044434, 0.373779, 0.089600]","[[0.997620, 0.064697, 0.017334], [-0.064331, 0.997437, -0.026489], [-0.019043, 0.025269, 0.999390]]",0,"[8177, 7891, 7857, 7907]"
