t,p,p_d,v,v_d,Angles,q,q_sp,w,R,T_sp,rpm
38.182358,"[0.078125, 0.156250, -1.109375]","[0.000000, -0.000000, 0.000000]","[0.009998, 0.000000, -0.010632]","[0.000000, -0.000001, 0.000000]","[0.001709, -0.025879, 0.046143]","[-0.013031, 0.000671, 0.023163, 0.999634]","[0.000000, 0.000702, 0.022675, 0.999725]","[0.029541, -0.394531, -0.049561]","[[0.998840, 0.046204, -0.001892], [-0.046326, 0.998535, -0.026062], [0.000671, 0.026062, 0.999573]]",0,"[8037, 7829, 7745, 7897]"
38.184307,"[0.078125, 0.156250, -1.109375]","[0.000000, -0.000000, 0.000000]","[0.019999, 0.000000, -0.015373]","[0.000000, -0.000001, 0.000000]","[0.001709, -0.025879, 0.046143]","[-0.012970, 0.000671, 0.023163, 0.999634]","[0.000000, 0.001190, 0.022675, 0.999725]","[0.033203, 0.026123, 0.030762]","[[0.998840, 0.046204, -0.001892], [-0.046326, 0.998535, -0.025940], [0.000671, 0.025940, 0.999573]]",0,"[8037, 7823, 7725, 7878]"
38.252666,"[0.078125, 0.156250, -1.109375]","[0.000000, -0.000000, 0.000000]","[0.019999, -0.009998, -0.005333]","[0.000002, -0.000018, 0.000010]","[-0.009033, -0.026611, 0.049561]","[-0.013245, -0.004913, 0.024811, 0.999603]","[0.000366, 0.001190, 0.022675, 0.999725]","[0.093750, -0.074707, 0.011475]","[[0.998718, 0.049683, 0.009155], [-0.049438, 0.998413, -0.026733], [-0.010498, 0.026245, 0.999634]]",0,"[8088, 7866, 7678, 7824]"
38.28587,"[0.078125, 0.156250, -1.109375]","[0.000000, -0.000001, 0.000001]","[0.029999, -0.009998, -0.006359]","[0.000004, -0.000043, 0.000023]","[-0.011719, -0.027344, 0.051514]","[-0.013580, -0.006317, 0.025818, 0.999573]","[0.000397, 0.001556, 0.022675, 0.999725]","[-0.113037, 0.007568, 0.121826]","[[0.998657, 0.051697, 0.011902], [-0.051453, 0.998352, -0.027527], [-0.013367, 0.026794, 0.999573]]",0,"[8064, 7859, 7710, 7826]"
38.354225,"[0.078125, 0.156250, -1.109375]","[0.000001, -0.000008, 0.000005]","[0.039999, -0.009998, 0.006742]","[0.000017, -0.000190, 0.000102]","[-0.016602, -0.027832, 0.055908]","[-0.013641, -0.008759, 0.027924, 0.999481]","[0.000397, 0.002045, 0.022675, 0.999725]","[-0.108643, 0.040039, 0.125000]","[[0.998291, 0.055969, 0.016724], [-0.055603, 0.998047, -0.027832], [-0.018311, 0.026733, 0.999451]]",0,"[8102, 7870, 7718, 7823]"
38.387432,"[0.078125, 0.156250, -1.109375]","[0.000002, -0.000019, 0.000010]","[0.049999, 0.000000, 0.011879]","[0.000032, -0.000362, 0.000195]","[-0.018311, -0.028320, 0.058105]","[-0.013855, -0.009674, 0.029022, 0.999451]","[0.000031, 0.002533, 0.022675, 0.999725]","[0.054443, -0.290771, 0.027100]","[[0.998169, 0.058228, 0.018494], [-0.057739, 0.997986, -0.028320], [-0.020203, 0.027100, 0.999451]]",0,"[8109, 7858, 7724, 7849]"
38.422604,"[0.089844, 0.156250, -1.105469]","[0.000003, -0.000032, 0.000017]","[0.059999, -0.009998, 0.024508]","[0.000049, -0.000550, 0.000296]","[-0.018555, -0.028564, 0.060791]","[-0.013977, -0.009735, 0.030304, 0.999420]","[0.000427, 0.003754, 0.022675, 0.999725]","[-0.086914, 0.119141, 0.142090]","[[0.998047, 0.060791, 0.018616], [-0.060303, 0.997864, -0.028564], [-0.020325, 0.027344, 0.999512]]",0,"[8100, 7855, 7753, 7855]"
38.455788,"[0.089844, 0.156250, -1.101562]","[0.000005, -0.000060, 0.000032]","[0.049999, -0.009998, 0.031942]","[0.000081, -0.000899, 0.000483]","[-0.020020, -0.028809, 0.062988]","[-0.014099, -0.010468, 0.031464, 0.999359]","[0.000427, 0.003265, 0.022675, 0.999725]","[0.015625, -0.316406, 0.034668]","[[0.997803, 0.063110, 0.020020], [-0.062622, 0.997620, -0.028870], [-0.021851, 0.027527, 0.999390]]",0,"[8111, 7867, 7747, 7842]"
38.488995,"[0.089844, 0.156250, -1.101562]","[0.000008, -0.000091, 0.000049]","[0.080000, -0.009998, 0.041946]","[0.000113, -0.001250, 0.000670]","[-0.019531, -0.028564, 0.065430]","[-0.014008, -0.010315, 0.032654, 0.999329]","[0.000458, 0.004852, 0.022675, 0.999725]","[0.068359, 0.199463, 0.016357]","[[0.997681, 0.065491, 0.019714], [-0.065002, 0.997498, -0.028748], [-0.021545, 0.027283, 0.999390]]",0,"[8122, 7857, 7780, 7864]"
38.522213,"[0.097656, 0.156250, -1.097656]","[0.000012, -0.000134, 0.000072]","[0.089998, -0.009998, 0.060736]","[0.000154, -0.001689, 0.000905]","[-0.018799, -0.028809, 0.068115]","[-0.014099, -0.009888, 0.033997, 0.999298]","[0.000488, 0.005829, 0.022675, 0.999695]","[-0.135254, 0.107910, 0.172363]","[[0.997559, 0.068176, 0.018799], [-0.067688, 0.997375, -0.028931], [-0.020752, 0.027466, 0.999451]]",0,"[8124, 7855, 7770, 7867]"
