t,p,p_d,v,v_d,Angles,q,q_sp,w,R,T_sp,rpm
37.759308,"[0.046875, 0.109375, -1.210938]","[0.000000, -0.000000, 0.000000]","[0.039999, 0.019999, -0.013559]","[0.000001, -0.000000, 0.000000]","[0.001953, -0.023682, 0.041992]","[-0.011932, 0.000793, 0.021118, 0.999725]","[-0.000061, 0.002197, 0.019867, 0.999786]","[-0.020996, -0.038818, 0.003906]","[[0.999146, 0.042114, -0.002075], [-0.042236, 0.998901, -0.023865], [0.000977, 0.023865, 0.999756]]",0,"[7854, 7630, 7567, 7731]"
37.792507,"[0.046875, 0.109375, -1.207031]","[0.000000, -0.000000, 0.000000]","[0.019999, 0.019999, 0.003101]","[0.000005, -0.000003, 0.000002]","[-0.005371, -0.026123, 0.043701]","[-0.013031, -0.003021, 0.021942, 0.999664]","[-0.001190, 0.001221, 0.019897, 0.999786]","[-0.161133, -0.012207, 0.114746]","[[0.998962, 0.043884, 0.005432], [-0.043762, 0.998657, -0.026245], [-0.006653, 0.025879, 0.999573]]",0,"[8014, 7737, 7476, 7650]"
37.825722,"[0.046875, 0.109375, -1.207031]","[0.000000, -0.000000, 0.000000]","[0.029999, 0.019999, -0.000204]","[0.000016, -0.000010, 0.000006]","[-0.011719, -0.028320, 0.045410]","[-0.014008, -0.006287, 0.022766, 0.999634]","[-0.001160, 0.001709, 0.019897, 0.999786]","[-0.088867, -0.577393, 0.053223]","[[0.998901, 0.045593, 0.011902], [-0.045349, 0.998596, -0.028320], [-0.013245, 0.027710, 0.999512]]",0,"[8014, 7764, 7512, 7682]"
37.858929,"[0.046875, 0.109375, -1.203125]","[0.000002, -0.000001, 0.000001]","[0.029999, 0.009998, -0.011612]","[0.000055, -0.000032, 0.000020]","[-0.014893, -0.029541, 0.046875]","[-0.014587, -0.007874, 0.023468, 0.999573]","[-0.000671, 0.001709, 0.019867, 0.999786]","[0.169678, -0.157471, -0.044434]","[[0.998657, 0.047058, 0.015015], [-0.046692, 0.998413, -0.029602], [-0.016479, 0.028748, 0.999390]]",0,"[8000, 7755, 7536, 7697]"
37.92532,"[0.046875, 0.109375, -1.199219]","[0.000011, -0.000006, 0.000004]","[0.059999, 0.019999, 0.021393]","[0.000242, -0.000141, 0.000089]","[-0.019287, -0.033447, 0.050293]","[-0.016541, -0.010132, 0.025055, 0.999512]","[-0.001129, 0.003296, 0.019897, 0.999786]","[-0.315918, 0.424316, 0.123779]","[[0.998535, 0.050354, 0.019409], [-0.049744, 0.998230, -0.033630], [-0.021118, 0.032532, 0.999268]]",0,"[8031, 7756, 7543, 7718]"
37.960476,"[0.046875, 0.109375, -1.191406]","[0.000020, -0.000012, 0.000007]","[0.049999, 0.009998, 0.032610]","[0.000396, -0.000230, 0.000145]","[-0.022949, -0.034424, 0.052246]","[-0.016907, -0.012024, 0.026031, 0.999451]","[-0.000671, 0.002808, 0.019897, 0.999786]","[0.172852, -0.145752, -0.031250]","[[0.998352, 0.052368, 0.023132], [-0.051636, 0.998047, -0.034485], [-0.024963, 0.033142, 0.999146]]",0,"[8079, 7773, 7565, 7747]"
37.993683,"[0.058594, 0.109375, -1.187500]","[0.000041, -0.000024, 0.000015]","[0.070000, 0.000000, 0.024784]","[0.000697, -0.000405, 0.000255]","[-0.022705, -0.034668, 0.054443]","[-0.016998, -0.011871, 0.027100, 0.999420]","[-0.000031, 0.004517, 0.019867, 0.999786]","[-0.067383, 0.341309, 0.048828]","[[0.998230, 0.054504, 0.022766], [-0.053772, 0.997925, -0.034668], [-0.024719, 0.033325, 0.999146]]",0,"[8036, 7738, 7623, 7762]"
38.060085,"[0.058594, 0.109375, -1.179688]","[0.000101, -0.000059, 0.000037]","[0.080000, 0.000000, 0.005009]","[0.001419, -0.000823, 0.000518]","[-0.024170, -0.035156, 0.058350]","[-0.017242, -0.012665, 0.029083, 0.999359]","[0.000000, 0.005127, 0.019867, 0.999786]","[0.074951, -0.224121, 0.046631]","[[0.997986, 0.058533, 0.024292], [-0.057678, 0.997742, -0.035278], [-0.026367, 0.033691, 0.999084]]",0,"[8024, 7731, 7575, 7753]"
38.093288,"[0.058594, 0.109375, -1.175781]","[0.000170, -0.000099, 0.000062]","[0.099998, 0.009998, 0.026640]","[0.002127, -0.001233, 0.000776]","[-0.023438, -0.034668, 0.060547]","[-0.017029, -0.012329, 0.030151, 0.999329]","[-0.000610, 0.006104, 0.019897, 0.999756]","[0.039795, 0.202881, 0.064209]","[[0.997864, 0.060608, 0.023621], [-0.059875, 0.997559, -0.034851], [-0.025696, 0.033264, 0.999084]]",0,"[8023, 7733, 7600, 7745]"
38.126499,"[0.066406, 0.109375, -1.175781]","[0.000241, -0.000140, 0.000088]","[0.099998, 0.000000, 0.035122]","[0.002801, -0.001622, 0.001021]","[-0.022217, -0.035156, 0.062744]","[-0.017273, -0.011749, 0.031250, 0.999298]","[0.000000, 0.006714, 0.019867, 0.999756]","[-0.178223, 0.198730, 0.072754]","[[0.997742, 0.062805, 0.022400], [-0.062073, 0.997437, -0.035339], [-0.024597, 0.033752, 0.999146]]",0,"[8028, 7742, 7637, 7758]"
