t,p,p_d,v,v_d,Angles,q,q_sp,w,R,T_sp,rpm
36.230022,"[0.109375, 0.187500, -1.125000]","[0.000000, 0.000000, 0.000000]","[0.000000, 0.009998, 0.020657]","[0.000001, 0.000001, 0.000001]","[0.005371, -0.015869, 0.086914]","[-0.008026, 0.002380, 0.043579, 0.999023]","[-0.000702, 0.000031, 0.042694, 0.999084]","[0.164795, -0.545654, 0.157959]","[[0.996216, 0.086975, -0.005432], [-0.087097, 0.996094, -0.015869], [0.003967, 0.016235, 0.999878]]",0,"[7857, 7677, 7675, 7721]"
36.239788,"[0.109375, 0.199219, -1.125000]","[0.000000, 0.000000, 0.000000]","[0.009998, 0.009998, -0.022161]","[0.000002, 0.000003, 0.000002]","[0.003906, -0.015137, 0.087646]","[-0.007721, 0.001709, 0.043945, 0.998993]","[-0.001404, 0.000793, 0.042694, 0.999084]","[0.175293, 0.122559, 0.058594]","[[0.996033, 0.087708, -0.004089], [-0.087830, 0.995972, -0.015320], [0.002625, 0.015564, 0.999817]]",0,"[7834, 7683, 7688, 7687]"
36.306194,"[0.109375, 0.199219, -1.128906]","[0.000001, 0.000002, 0.000002]","[0.000000, 0.009998, 0.045511]","[0.000061, 0.000119, 0.000087]","[-0.015869, -0.018066, 0.094238]","[-0.008636, -0.008423, 0.047058, 0.998810]","[-0.001312, 0.000153, 0.042694, 0.999084]","[0.145020, -0.635986, 0.052246]","[[0.995361, 0.094116, 0.015991], [-0.093872, 0.995361, -0.018066], [-0.017700, 0.016479, 0.999634]]",0,"[8066, 7832, 7500, 7562]"
36.339397,"[0.109375, 0.199219, -1.125000]","[0.000006, 0.000012, 0.000009]","[0.029999, 0.009998, 0.239264]","[0.000224, 0.000436, 0.000318]","[-0.021973, -0.017090, 0.098145]","[-0.007996, -0.011383, 0.049103, 0.998688]","[-0.001251, 0.001617, 0.042694, 0.999084]","[0.214844, -0.407715, 0.237305]","[[0.994873, 0.098145, 0.021973], [-0.097900, 0.994995, -0.017151], [-0.023560, 0.014832, 0.999573]]",0,"[8088, 7933, 7611, 7614]"
36.376511,"[0.109375, 0.199219, -1.125000]","[0.000021, 0.000041, 0.000030]","[0.009998, 0.009998, 0.136795]","[0.000583, 0.001138, 0.000831]","[-0.024414, -0.018555, 0.103516]","[-0.008698, -0.012665, 0.051697, 0.998535]","[-0.001312, 0.000641, 0.042694, 0.999084]","[0.078125, -0.145020, 0.140869]","[[0.994263, 0.103394, 0.024414], [-0.103027, 0.994446, -0.018738], [-0.026245, 0.016052, 0.999451]]",0,"[8127, 7911, 7713, 7723]"
36.405804,"[0.117188, 0.199219, -1.121094]","[0.000045, 0.000087, 0.000064]","[0.039999, 0.000000, 0.134558]","[0.001041, 0.002035, 0.001487]","[-0.027588, -0.019775, 0.107178]","[-0.009155, -0.014374, 0.053436, 0.998413]","[-0.000732, 0.002594, 0.042694, 0.999054]","[0.157227, 0.017578, 0.100098]","[[0.993774, 0.106934, 0.027710], [-0.106445, 0.994019, -0.019897], [-0.029785, 0.016724, 0.999329]]",0,"[8149, 7896, 7700, 7722]"
36.439007,"[0.117188, 0.199219, -1.117188]","[0.000084, 0.000165, 0.000120]","[0.039999, 0.009998, 0.134090]","[0.001712, 0.003352, 0.002449]","[-0.030273, -0.019531, 0.111328]","[-0.008972, -0.015747, 0.055603, 0.998291]","[-0.001221, 0.002594, 0.042694, 0.999054]","[-0.009766, 0.083740, 0.181396]","[[0.993286, 0.111206, 0.030457], [-0.110718, 0.993652, -0.019714], [-0.032532, 0.016174, 0.999329]]",0,"[8168, 7921, 7726, 7703]"
36.505417,"[0.117188, 0.199219, -1.113281]","[0.000282, 0.000553, 0.000404]","[0.070000, 0.009998, 0.106363]","[0.004365, 0.008587, 0.006274]","[-0.034668, -0.020508, 0.120605]","[-0.009216, -0.017944, 0.060120, 0.997986]","[-0.001160, 0.004059, 0.042694, 0.999054]","[-0.083496, 0.300293, 0.085693]","[[0.992065, 0.120300, 0.034668], [-0.119690, 0.992554, -0.020630], [-0.036987, 0.016235, 0.999146]]",0,"[8200, 7915, 7746, 7696]"
36.540569,"[0.117188, 0.199219, -1.113281]","[0.000434, 0.000853, 0.000623]","[0.080000, 0.009998, 0.191290]","[0.006080, 0.011985, 0.008756]","[-0.036621, -0.020996, 0.125000]","[-0.009338, -0.019012, 0.062347, 0.997833]","[-0.001007, 0.004547, 0.042694, 0.999054]","[0.106689, -0.394531, 0.100586]","[[0.991455, 0.124695, 0.036743], [-0.124084, 0.992004, -0.021057], [-0.039185, 0.016296, 0.999084]]",0,"[8223, 7964, 7755, 7725]"
36.573776,"[0.117188, 0.199219, -1.109375]","[0.000727, 0.001430, 0.001045]","[0.089998, 0.019999, 0.254963]","[0.009012, 0.017816, 0.013017]","[-0.036377, -0.020020, 0.130127]","[-0.008820, -0.018799, 0.064911, 0.997681]","[-0.001465, 0.005188, 0.042694, 0.999054]","[0.244141, -0.093750, 0.246826]","[[0.990845, 0.129822, 0.036377], [-0.129211, 0.991394, -0.020081], [-0.038696, 0.015198, 0.999146]]",0,"[8263, 7993, 7840, 7757]"
